time/total_timesteps,time/time_elapsed,time/fps,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/approx_kl,train/entropy_loss,train/loss,train/clip_range,train/clip_fraction,train/n_updates,train/learning_rate,train/policy_gradient_loss,train/explained_variance,train/value_loss
296960,712,417,145,500.0,500.0,0.0035859034,-0.2647535082418472,-0.0018619273323565722,0.2,0.034765625,1440,0.0003,-0.0009542753541609272,-5.971406936645508,1.847346169370212e-07
299008,721,414,146,500.0,500.0,0.0018923744,-0.25564025561325254,-0.004907174501568079,0.2,0.01474609375,1450,0.0003,-0.001962421418284066,-3.2818541526794434,4.065617360993201e-07
301056,730,412,147,500.0,500.0,0.0023603467,-0.23200766872614623,-0.0013101595686748624,0.2,0.024755859375,1460,0.0003,-0.0024277962438645773,-4.103816032409668,3.788066098309173e-06
303104,739,409,148,500.0,500.0,0.002005797,-0.23642919706180693,0.00025695349904708564,0.2,0.019384765625,1470,0.0003,-0.0015507174393860623,-5.751053333282471,2.7143821804997968e-05
305152,749,407,149,500.0,500.0,0.0056712674,-0.23999317386187613,-0.019095083698630333,0.2,0.059765625,1480,0.0003,-0.0025773322355234995,-6.29581356048584,3.0972794888839417e-06
307200,758,405,150,500.0,500.0,0.0009996116,-0.25513524510897695,-0.003370492020621896,0.2,0.0169921875,1490,0.0003,-0.0002820047113345936,-11.407695770263672,6.511532376407559e-07
309248,767,402,151,500.0,500.0,0.002129482,-0.26457094992510977,0.001954600913450122,0.2,0.031884765625,1500,0.0003,0.0002187827034504153,-6.229513645172119,9.409828237494367e-07
311296,777,400,152,500.0,500.0,0.0018656634,-0.24055010159499943,-0.003509863745421171,0.2,0.024609375,1510,0.0003,-0.00117817317659501,-2.7314248085021973,5.320724088164752e-06
313344,786,398,153,500.0,500.0,0.00087384565,-0.2464338188059628,0.005168677307665348,0.2,0.0158203125,1520,0.0003,0.00010440027617732994,-3.3182291984558105,2.862657149194092e-06
315392,796,396,154,500.0,500.0,0.0014053595,-0.2377153208479285,0.007666570134460926,0.2,0.0107421875,1530,0.0003,-0.0008618070482043549,-2.374511957168579,3.860690708279435e-06
317440,805,393,155,500.0,500.0,0.0017081158,-0.23325670710764826,-0.00012333143968135118,0.2,0.02060546875,1540,0.0003,-0.0005206560017541051,-3.7884397506713867,2.2464871136662623e-06
319488,815,391,156,500.0,500.0,0.0017272737,-0.2520596238784492,-0.003755668643862009,0.2,0.06767578125,1550,0.0003,-0.0003168160837958567,-6.771415710449219,2.0466616268777217e-05
321536,825,389,157,500.0,500.0,0.003213013,-0.26508607156574726,-0.001361182308755815,0.2,0.04658203125,1560,0.0003,-0.0007987951532413718,-5.008197784423828,2.2151877314513512e-05
323584,835,387,158,500.0,500.0,0.0034424975,-0.263776917848736,-0.01001999992877245,0.2,0.03173828125,1570,0.0003,-0.0016245648032054306,-3.5858311653137207,8.540539511159296e-08
325632,845,385,159,500.0,500.0,0.0013168696,-0.2544932872056961,-3.8665464671794325e-05,0.2,0.01591796875,1580,0.0003,-0.000482020118215587,-3.4039745330810547,9.345229159407609e-08
327680,854,383,160,500.0,500.0,0.005300189,-0.27788322530686854,0.0025823672767728567,0.2,0.03251953125,1590,0.0003,0.000402042519999668,-8.389019012451172,6.600596407224657e-08
329728,864,381,161,500.0,500.0,0.004513342,-0.27764652627520264,-0.008090915158390999,0.2,0.040771484375,1600,0.0003,-0.002058947029581759,-4.363351345062256,2.6211482122562303e-07
331776,875,379,162,500.0,500.0,0.0012199667,-0.2606144031044096,-0.003191133961081505,0.2,0.0142578125,1610,0.0003,-0.00019885190267814322,-2.5724246501922607,2.837525073573488e-07
333824,885,377,163,500.0,500.0,0.0013875212,-0.26375587047077714,-0.0009891620138660073,0.2,0.025537109375,1620,0.0003,-0.0021391235379269345,-5.2345757484436035,5.259255149212549e-05
335872,895,375,164,500.0,500.0,0.0018509761,-0.2552438111975789,-0.0012878305278718472,0.2,0.025927734375,1630,0.0003,-0.0003795313350565266,-8.243368148803711,1.1164885052039609e-07
337920,905,373,165,500.0,500.0,0.0038851006,-0.2589932558592409,-0.005026856437325478,0.2,0.02646484375,1640,0.0003,-0.0004208370723063126,-5.14034366607666,8.946927891884115e-08
339968,915,371,166,500.0,500.0,0.009168368,-0.27516917954199016,0.02339899353682995,0.2,0.0755859375,1650,0.0003,-0.0034905352658824995,-8.609708786010742,6.120261559772189e-08
342016,925,369,167,500.0,500.0,0.0025220977,-0.25187151310965417,-0.0022141747176647186,0.2,0.021630859375,1660,0.0003,-0.0015341876278398558,-4.921823501586914,8.995655491617071e-08
344064,935,367,168,500.0,500.0,0.0030537206,-0.2601402589585632,0.0005134833627380431,0.2,0.03466796875,1670,0.0003,-0.0027124181171529925,-4.884324550628662,5.041643589720479e-07
346112,946,365,169,500.0,500.0,0.004051163,-0.26474493159912527,-0.002757398644462228,0.2,0.051708984375,1680,0.0003,-0.0024602376885013654,-7.822320938110352,6.280744204900657e-06
348160,956,364,170,500.0,500.0,0.003914141,-0.2803710776846856,-0.007555603515356779,0.2,0.05029296875,1690,0.0003,-0.0018795838768710382,-9.764385223388672,3.595163207137375e-06
350208,966,362,171,500.0,500.0,0.0009169836,-0.2573290868662298,0.009682055562734604,0.2,0.02021484375,1700,0.0003,-0.0011427097022533416,-5.818639278411865,1.1879387784574647e-07
352256,977,360,172,500.0,500.0,0.0015760055,-0.2470453389454633,-0.008166271261870861,0.2,0.01611328125,1710,0.0003,-0.0014290092600276693,-4.544247627258301,8.566709425394947e-07
354304,987,358,173,500.0,500.0,0.0029766648,-0.24381370688788592,0.00453309528529644,0.2,0.04111328125,1720,0.0003,-0.0027438688703114167,-3.4857592582702637,1.0842568764246608e-05
356352,998,357,174,500.0,500.0,0.0011701164,-0.23246432100422681,-0.006707869935780764,0.2,0.011572265625,1730,0.0003,-0.0005914082867093384,-3.138983726501465,1.481822692994683e-07
358400,1008,355,175,500.0,500.0,0.0019253974,-0.2294232512358576,-0.006078681442886591,0.2,0.017138671875,1740,0.0003,-0.0005983520255540498,-4.469342231750488,1.0887378658708258e-05
360448,1019,353,176,500.0,500.0,0.003526554,-0.23994001438841223,-0.006189761683344841,0.2,0.032421875,1750,0.0003,-0.0018675589759368449,-6.198221683502197,4.6774316871278644e-06
362496,1029,351,177,500.0,500.0,0.0004159147,-0.24269283483736218,-0.003997755702584982,0.2,0.0125,1760,0.0003,0.00012877339322585611,-11.539459228515625,1.133877304937414e-07
364544,1040,350,178,500.0,500.0,0.0023249052,-0.23971529686823487,0.002190422499552369,0.2,0.016552734375,1770,0.0003,-0.0003585146834666375,-8.38204288482666,1.7917012655743748e-07
366592,1051,348,179,500.0,500.0,0.0012478859,-0.23984810654073954,0.012275248765945435,0.2,0.0296875,1780,0.0003,-0.0012694127683062107,-13.941557884216309,2.0733896704427934e-05
368640,1062,347,180,500.0,500.0,0.00084541657,-0.2345333573408425,0.00112508749589324,0.2,0.01640625,1790,0.0003,0.0007714482271694578,-0.2688335180282593,5.6496051740850815e-06
370688,1073,345,181,500.0,500.0,0.0040365206,-0.23387496806681157,-0.00013269799819681793,0.2,0.039453125,1800,0.0003,-0.0013534514131606557,-0.36241769790649414,4.1931163545427806e-05
372736,1084,343,182,500.0,500.0,0.002321067,-0.21655296748504044,-0.0016486255917698145,0.2,0.022314453125,1810,0.0003,0.00011409078870201483,-0.35838747024536133,2.0145370172031107e-07
374784,1095,342,183,500.0,500.0,0.0069414554,-0.25991072971373796,0.004214912187308073,0.2,0.042333984375,1820,0.0003,-0.00021866506576770917,-0.5912175178527832,1.8169749580465577e-07
376832,1106,340,184,500.0,500.0,0.0016749713,-0.23081436790525914,-0.002381265163421631,0.2,0.01298828125,1830,0.0003,-0.0005953181862423662,-0.8353582620620728,6.818745930559089e-07
378880,1117,338,185,500.0,500.0,0.0029985453,-0.2620421669445932,-0.006022930610924959,0.2,0.032470703125,1840,0.0003,-0.0007330021981033497,-0.9681220054626465,5.757335429734667e-07
380928,1128,337,186,500.0,500.0,0.0021825857,-0.23681889954023064,0.02287919633090496,0.2,0.02041015625,1850,0.0003,-0.0018808168519171887,-1.5628197193145752,2.7100098293431075e-06
382976,1140,335,187,500.0,500.0,0.00061484124,-0.24422909505665302,-0.0060633523389697075,0.2,0.02099609375,1860,0.0003,-0.00035341427428647876,-1.6144721508026123,3.627746278880295e-05
385024,1151,334,188,500.0,500.0,0.0043708133,-0.24546348508447408,-0.013189495541155338,0.2,0.04404296875,1870,0.0003,-0.0014747895183973014,-2.090272903442383,2.281335298448539e-07
387072,1162,332,189,500.0,500.0,0.0027473783,-0.23199346312321723,-0.004980599973350763,0.2,0.0197265625,1880,0.0003,-0.0005774923658464104,-3.5544514656066895,2.4804235749797953e-07
389120,1174,331,190,500.0,500.0,0.002329462,-0.2457546055316925,0.0019322022562846541,0.2,0.030078125,1890,0.0003,2.790587896015495e-05,-3.3338088989257812,4.631221742101843e-07
391168,1185,329,191,500.0,500.0,0.0032559773,-0.2438359424006194,-0.0012963861227035522,0.2,0.024365234375,1900,0.0003,0.0004616766877006739,-4.012415409088135,5.550796907982658e-06
393216,1197,328,192,500.0,500.0,0.0034623747,-0.25421121511608363,0.0009399284608662128,0.2,0.037109375,1910,0.0003,-0.0012516280243289658,-5.214764595031738,1.6961358244316217e-05
395264,1208,326,193,500.0,500.0,0.00242772,-0.25006779418326913,0.01372607797384262,0.2,0.018798828125,1920,0.0003,0.000572371727321297,-7.359468460083008,2.28531826849121e-06
397312,1220,325,194,500.0,500.0,0.0028442745,-0.258259737957269,-0.016983604058623314,0.2,0.03544921875,1930,0.0003,-0.0013701983902137727,-7.324176788330078,2.6372163063115294e-06
399360,1232,324,195,500.0,500.0,0.0060311444,-0.25610358444973824,-0.004001076333224773,0.2,0.045947265625,1940,0.0003,-0.0004942614876199513,-2.983196258544922,1.2754247222801495e-07
401408,1244,322,196,500.0,500.0,0.0036670645,-0.26416347846388816,-0.0019693549256771803,0.2,0.0201171875,1950,0.0003,0.00035070230660494417,-11.54569149017334,3.8828336812457565e-07
403456,1256,321,197,500.0,500.0,0.0031660227,-0.26628705514594914,0.0015296833589673042,0.2,0.036572265625,1960,0.0003,0.0005651807397953235,-3.1832075119018555,7.795913009545075e-06
405504,1268,319,198,500.0,500.0,0.0013769118,-0.25016060676425694,-0.0033231093548238277,0.2,0.015185546875,1970,0.0003,-0.001993914257036522,-2.4399802684783936,8.757395761449516e-07
407552,1281,317,199,500.0,500.0,0.0013068767,-0.2512144627049565,0.0007371623069047928,0.2,0.019873046875,1980,0.0003,-0.0013045574640273116,-5.90238094329834,7.894577228739763e-06
409600,1294,316,200,500.0,500.0,0.001680621,-0.24746328336186707,-0.000978027586825192,0.2,0.01123046875,1990,0.0003,-1.888604019768536e-05,-4.121108531951904,3.352615356959632e-05
411648,1307,314,201,500.0,500.0,0.00146611,-0.25708745974116026,0.01173613965511322,0.2,0.014013671875,2000,0.0003,-1.553300389787182e-05,-6.300196170806885,5.4861021681062996e-08
413696,1320,313,202,500.0,500.0,0.0053363256,-0.2681678045541048,0.014147932641208172,0.2,0.06162109375,2010,0.0003,-0.0025961564067984,-6.494606971740723,6.429902441595913e-08
415744,1333,311,203,500.0,500.0,0.0054461015,-0.27345763868652284,-0.015521612949669361,0.2,0.06328125,2020,0.0003,-0.0047633746115025135,-4.633300304412842,6.87852320879756e-08
417792,1347,310,204,500.0,500.0,0.0019891039,-0.2584303968120366,0.005729473661631346,0.2,0.0169921875,2030,0.0003,-0.0015799502492882312,-4.407216548919678,9.808200331917761e-08
419840,1360,308,205,500.0,500.0,0.0006837106,-0.2585223788395524,0.00824816431850195,0.2,0.007861328125,2040,0.0003,-0.00011010482703568413,-12.789716720581055,1.3303523559216045e-06
421888,1373,307,206,500.0,500.0,0.0025975946,-0.24846240864135324,0.006338258273899555,0.2,0.03359375,2050,0.0003,-0.0013134795866790228,-3.802853584289551,2.591866376633334e-07
423936,1387,305,207,500.0,500.0,0.0054374365,-0.2656153959222138,0.0006207100814208388,0.2,0.05078125,2060,0.0003,-0.0018612624946399592,-8.801815032958984,5.475399404986092e-07
425984,1400,304,208,500.0,500.0,0.005637701,-0.27838655444793403,-0.0029011911246925592,0.2,0.03505859375,2070,0.0003,-0.00035677949636010454,-8.787968635559082,2.252745043449522e-05
428032,1414,302,209,500.0,500.0,0.0027646017,-0.25846121590584514,-0.0055163269862532616,0.2,0.01845703125,2080,0.0003,-0.0020960554000339473,-4.274523735046387,4.727432326490089e-07
430080,1427,301,210,500.0,500.0,0.0019881006,-0.2790421816520393,-0.00567250931635499,0.2,0.0296875,2090,0.0003,0.00023567494354210795,-5.987446308135986,5.661478894580796e-08
432128,1441,299,211,500.0,500.0,0.0036970638,-0.26360295014455914,0.0051035271026194096,0.2,0.044482421875,2100,0.0003,-0.0024209554365370424,-3.6738333702087402,3.9251625594260986e-07
434176,1454,298,212,500.0,500.0,0.0018224485,-0.24372664745897055,-0.004167799837887287,0.2,0.025341796875,2110,0.0003,-0.002030860015656799,-6.061087608337402,4.112565244440703e-06
436224,1468,297,213,500.0,500.0,0.004317819,-0.26507815048098565,-0.0016537397168576717,0.2,0.05166015625,2120,0.0003,-0.0021749089006334542,-4.560680389404297,8.724555300432257e-08
438272,1482,295,214,500.0,500.0,0.003964055,-0.2655743858311325,-0.006510112434625626,0.2,0.05166015625,2130,0.0003,-0.0009521524363663048,-8.66077995300293,2.4270364917811094e-07
440320,1495,294,215,500.0,500.0,0.0027472063,-0.2731948750093579,-0.01656857319176197,0.2,0.043994140625,2140,0.0003,-0.0022193708093254825,-7.144376754760742,2.946493979152365e-05
442368,1509,292,216,500.0,500.0,0.00086550694,-0.2548949135933071,0.005602810997515917,0.2,0.01630859375,2150,0.0003,-0.0011808811977971345,-3.3454995155334473,5.6702432971178496e-08
444416,1523,291,217,500.0,500.0,0.0021421593,-0.2555412411689758,-0.0030452925711870193,0.2,0.0095703125,2160,0.0003,-0.00020333485299488528,-8.202493667602539,3.794382053001755e-08
446464,1537,290,218,500.0,500.0,0.0023347586,-0.26085066394880413,0.020131975412368774,0.2,0.02666015625,2170,0.0003,0.0007378033937129657,-13.637035369873047,5.5742495419508485e-08
448512,1551,289,219,500.0,500.0,0.0011679034,-0.26164690470322965,-0.0018332743784412742,0.2,0.0173828125,2180,0.0003,-0.0004684721905505285,-4.94129753112793,4.3452476177208156e-07
450560,1565,287,220,500.0,500.0,0.0020426898,-0.2512762735132128,-0.006473475601524115,0.2,0.02607421875,2190,0.0003,-0.0011936889175558462,-8.451898574829102,3.929545428604797e-05
452608,1579,286,221,500.0,500.0,0.0037979488,-0.2621269943192601,-0.0007104030228219926,0.2,0.031640625,2200,0.0003,-0.001258511639025528,-3.810966968536377,4.360357763744105e-08
454656,1593,285,222,500.0,500.0,0.0037648168,-0.2563761244062334,0.005969160236418247,0.2,0.035205078125,2210,0.0003,-0.0012043534166878088,-3.4311976432800293,5.681299910520465e-08
456704,1607,284,223,500.0,500.0,0.0049859574,-0.25955842016264796,0.002541562309488654,0.2,0.044140625,2220,0.0003,-0.0020332372121629307,-5.730206489562988,4.949922924879502e-08
458752,1622,282,224,500.0,500.0,0.0037785056,-0.2761070779059082,-0.006551505997776985,0.2,0.01826171875,2230,0.0003,-0.00046925561910029503,-6.807105541229248,2.477065606854012e-07
460800,1637,281,225,500.0,500.0,0.0025714627,-0.25137997861020267,-0.004762415308505297,0.2,0.021728515625,2240,0.0003,-0.002071276231436059,-7.819527626037598,1.287838784946871e-07
462848,1652,280,226,500.0,500.0,0.001476927,-0.27149820579215883,0.0028112251311540604,0.2,0.033935546875,2250,0.0003,-0.0009081211665034061,-8.83051872253418,2.3050963591231266e-07
464896,1666,278,227,500.0,500.0,0.0012975994,-0.2704148049931973,0.006668513175100088,0.2,0.02607421875,2260,0.0003,-0.0001480355829698965,-6.403401851654053,6.904848106614736e-07
466944,1681,277,228,500.0,500.0,0.0012872667,-0.26597159588709474,-0.0026427654083818197,0.2,0.008349609375,2270,0.0003,-0.00019215916690882296,-4.79187536239624,9.824886748788231e-06
468992,1696,276,229,500.0,500.0,0.0022825997,-0.24973620511591435,-0.001568416366353631,0.2,0.035888671875,2280,0.0003,-0.0013457773515256123,-4.962567329406738,2.409352987342572e-07
471040,1711,275,230,500.0,500.0,0.0018132278,-0.25197136397473513,-0.006620641797780991,0.2,0.015380859375,2290,0.0003,-0.0008676505152834579,-6.487977027893066,3.013380313632297e-06
473088,1726,274,231,500.0,500.0,0.0018404012,-0.24895644704811276,-0.00923195667564869,0.2,0.038330078125,2300,0.0003,-0.000999490899266675,-7.27177619934082,9.029956356698676e-06
475136,1741,272,232,500.0,500.0,0.005390846,-0.2531481263693422,0.016848985105752945,0.2,0.04912109375,2310,0.0003,-0.0003693140941322781,-0.25133371353149414,3.7064956586618793e-06
477184,1756,271,233,500.0,500.0,0.0017989671,-0.26650458863005044,-0.003925983794033527,0.2,0.037646484375,2320,0.0003,-0.0004614672638126649,-0.22469305992126465,1.3057657992021631e-05
479232,1770,270,234,500.0,500.0,0.006666202,-0.2746388176456094,8.633089601062238e-05,0.2,0.061474609375,2330,0.0003,-0.00039777599304215985,-0.3991837501525879,1.1093349570501232e-06
481280,1786,269,235,500.0,500.0,0.0061281575,-0.28283530292101206,-0.013116106390953064,0.2,0.068603515625,2340,0.0003,-0.0022735452075721696,-0.5342870950698853,1.0949978218377509e-06
483328,1801,268,236,500.0,500.0,0.0018070384,-0.27538326042704286,-0.0023023393005132675,0.2,0.015283203125,2350,0.0003,-0.0003987139119999483,-0.7522011995315552,1.2109471214216683e-06
485376,1816,267,237,500.0,500.0,0.0036884747,-0.26046139243990185,-0.0026352228596806526,0.2,0.030224609375,2360,0.0003,-0.0009690168517408893,-1.111055612564087,1.1502951792863314e-06
487424,1831,266,238,500.0,500.0,0.0012888659,-0.26311198198236524,0.0016822381876409054,0.2,0.015625,2370,0.0003,-0.00079905440506991,-0.615591287612915,1.984053344017411e-06
489472,1846,265,239,500.0,500.0,0.00086106686,-0.24925884357653558,-0.004951192997395992,0.2,0.01552734375,2380,0.0003,-0.0003089578327490017,-4.611485481262207,3.645988386438148e-05
491520,1861,264,240,500.0,500.0,0.0020365755,-0.24340559039264917,-0.005327665712684393,0.2,0.018505859375,2390,0.0003,-0.0008523230542778037,-5.152760982513428,3.900652245647507e-08
493568,1876,262,241,500.0,500.0,0.0027105196,-0.23924273517914116,0.010133514180779457,0.2,0.017138671875,2400,0.0003,-0.00019439553143456577,-4.242313385009766,7.169694811182126e-08
495616,1892,261,242,500.0,500.0,0.0014243252,-0.2471518749371171,-0.0032507770229130983,0.2,0.017431640625,2410,0.0003,-0.000429479014565004,-4.3449602127075195,5.190198635318666e-08
497664,1907,260,243,500.0,500.0,0.0012730989,-0.2389083848334849,0.03532671183347702,0.2,0.019775390625,2420,0.0003,0.0008535000320989639,-4.371078968048096,4.04894306029746e-06
499712,1923,259,244,500.0,500.0,0.0032520688,-0.24460958084091544,-0.024012494832277298,0.2,0.0388671875,2430,0.0003,-0.001467311306623742,-6.742225646972656,5.70359063090109e-07
501760,1938,258,245,500.0,500.0,0.00065850106,-0.2349997151643038,-0.0008162585436366498,0.2,0.038671875,2440,0.0003,-0.0011920838835067116,-5.928845405578613,6.516496256381287e-07
