rollout/ep_len_mean,time/fps,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/iterations,train/approx_kl,train/loss,train/learning_rate,train/clip_fraction,train/n_updates,train/explained_variance,train/clip_range,train/value_loss,train/entropy_loss,train/policy_gradient_loss
500.0,435,292864,672,500.0,143,0.004522492,0.005852438509464264,0.0003,0.0611328125,1420,-7.999212265014648,0.2,1.7185196838909177e-07,-0.2648481547366828,-0.002783838170580566
500.0,432,294912,681,500.0,144,0.0023166435,0.0006850781501270831,0.0003,0.01552734375,1430,-6.05131196975708,0.2,8.57086259600237e-06,-0.25837300266139207,-0.0014617697190260515
500.0,430,296960,689,500.0,145,0.0035859034,-0.0018619273323565722,0.0003,0.034765625,1440,-5.971406936645508,0.2,1.847346169370212e-07,-0.2647535082418472,-0.0009542753541609272
500.0,427,299008,698,500.0,146,0.0018923744,-0.004907174501568079,0.0003,0.01474609375,1450,-3.2818541526794434,0.2,4.065617360993201e-07,-0.25564025561325254,-0.001962421418284066
500.0,425,301056,707,500.0,147,0.0023603467,-0.0013101595686748624,0.0003,0.024755859375,1460,-4.103816032409668,0.2,3.788066098309173e-06,-0.23200766872614623,-0.0024277962438645773
500.0,423,303104,716,500.0,148,0.002005797,0.00025695349904708564,0.0003,0.019384765625,1470,-5.751053333282471,0.2,2.7143821804997968e-05,-0.23642919706180693,-0.0015507174393860623
500.0,420,305152,725,500.0,149,0.0056712674,-0.019095083698630333,0.0003,0.059765625,1480,-6.29581356048584,0.2,3.0972794888839417e-06,-0.23999317386187613,-0.0025773322355234995
500.0,418,307200,734,500.0,150,0.0009996116,-0.003370492020621896,0.0003,0.0169921875,1490,-11.407695770263672,0.2,6.511532376407559e-07,-0.25513524510897695,-0.0002820047113345936
500.0,416,309248,742,500.0,151,0.002129482,0.001954600913450122,0.0003,0.031884765625,1500,-6.229513645172119,0.2,9.409828237494367e-07,-0.26457094992510977,0.0002187827034504153
500.0,413,311296,752,500.0,152,0.0018656634,-0.003509863745421171,0.0003,0.024609375,1510,-2.7314248085021973,0.2,5.320724088164752e-06,-0.24055010159499943,-0.00117817317659501
500.0,411,313344,761,500.0,153,0.00087384565,0.005168677307665348,0.0003,0.0158203125,1520,-3.3182291984558105,0.2,2.862657149194092e-06,-0.2464338188059628,0.00010440027617732994
500.0,409,315392,770,500.0,154,0.0014053595,0.007666570134460926,0.0003,0.0107421875,1530,-2.374511957168579,0.2,3.860690708279435e-06,-0.2377153208479285,-0.0008618070482043549
500.0,407,317440,779,500.0,155,0.0017081158,-0.00012333143968135118,0.0003,0.02060546875,1540,-3.7884397506713867,0.2,2.2464871136662623e-06,-0.23325670710764826,-0.0005206560017541051
500.0,405,319488,788,500.0,156,0.0017272737,-0.003755668643862009,0.0003,0.06767578125,1550,-6.771415710449219,0.2,2.0466616268777217e-05,-0.2520596238784492,-0.0003168160837958567
500.0,403,321536,797,500.0,157,0.003213013,-0.001361182308755815,0.0003,0.04658203125,1560,-5.008197784423828,0.2,2.2151877314513512e-05,-0.26508607156574726,-0.0007987951532413718
500.0,400,323584,807,500.0,158,0.0034424975,-0.01001999992877245,0.0003,0.03173828125,1570,-3.5858311653137207,0.2,8.540539511159296e-08,-0.263776917848736,-0.0016245648032054306
500.0,398,325632,816,500.0,159,0.0013168696,-3.8665464671794325e-05,0.0003,0.01591796875,1580,-3.4039745330810547,0.2,9.345229159407609e-08,-0.2544932872056961,-0.000482020118215587
500.0,396,327680,825,500.0,160,0.005300189,0.0025823672767728567,0.0003,0.03251953125,1590,-8.389019012451172,0.2,6.600596407224657e-08,-0.27788322530686854,0.000402042519999668
500.0,394,329728,835,500.0,161,0.004513342,-0.008090915158390999,0.0003,0.040771484375,1600,-4.363351345062256,0.2,2.6211482122562303e-07,-0.27764652627520264,-0.002058947029581759
500.0,392,331776,844,500.0,162,0.0012199667,-0.003191133961081505,0.0003,0.0142578125,1610,-2.5724246501922607,0.2,2.837525073573488e-07,-0.2606144031044096,-0.00019885190267814322
500.0,390,333824,854,500.0,163,0.0013875212,-0.0009891620138660073,0.0003,0.025537109375,1620,-5.2345757484436035,0.2,5.259255149212549e-05,-0.26375587047077714,-0.0021391235379269345
500.0,388,335872,863,500.0,164,0.0018509761,-0.0012878305278718472,0.0003,0.025927734375,1630,-8.243368148803711,0.2,1.1164885052039609e-07,-0.2552438111975789,-0.0003795313350565266
500.0,386,337920,873,500.0,165,0.0038851006,-0.005026856437325478,0.0003,0.02646484375,1640,-5.14034366607666,0.2,8.946927891884115e-08,-0.2589932558592409,-0.0004208370723063126
500.0,384,339968,883,500.0,166,0.009168368,0.02339899353682995,0.0003,0.0755859375,1650,-8.609708786010742,0.2,6.120261559772189e-08,-0.27516917954199016,-0.0034905352658824995
500.0,382,342016,893,500.0,167,0.0025220977,-0.0022141747176647186,0.0003,0.021630859375,1660,-4.921823501586914,0.2,8.995655491617071e-08,-0.25187151310965417,-0.0015341876278398558
500.0,381,344064,902,500.0,168,0.0030537206,0.0005134833627380431,0.0003,0.03466796875,1670,-4.884324550628662,0.2,5.041643589720479e-07,-0.2601402589585632,-0.0027124181171529925
500.0,379,346112,912,500.0,169,0.004051163,-0.002757398644462228,0.0003,0.051708984375,1680,-7.822320938110352,0.2,6.280744204900657e-06,-0.26474493159912527,-0.0024602376885013654
500.0,377,348160,922,500.0,170,0.003914141,-0.007555603515356779,0.0003,0.05029296875,1690,-9.764385223388672,0.2,3.595163207137375e-06,-0.2803710776846856,-0.0018795838768710382
500.0,375,350208,932,500.0,171,0.0009169836,0.009682055562734604,0.0003,0.02021484375,1700,-5.818639278411865,0.2,1.1879387784574647e-07,-0.2573290868662298,-0.0011427097022533416
500.0,373,352256,942,500.0,172,0.0015760055,-0.008166271261870861,0.0003,0.01611328125,1710,-4.544247627258301,0.2,8.566709425394947e-07,-0.2470453389454633,-0.0014290092600276693
500.0,371,354304,952,500.0,173,0.0029766648,0.00453309528529644,0.0003,0.04111328125,1720,-3.4857592582702637,0.2,1.0842568764246608e-05,-0.24381370688788592,-0.0027438688703114167
500.0,370,356352,962,500.0,174,0.0011701164,-0.006707869935780764,0.0003,0.011572265625,1730,-3.138983726501465,0.2,1.481822692994683e-07,-0.23246432100422681,-0.0005914082867093384
500.0,368,358400,972,500.0,175,0.0019253974,-0.006078681442886591,0.0003,0.017138671875,1740,-4.469342231750488,0.2,1.0887378658708258e-05,-0.2294232512358576,-0.0005983520255540498
500.0,366,360448,983,500.0,176,0.003526554,-0.006189761683344841,0.0003,0.032421875,1750,-6.198221683502197,0.2,4.6774316871278644e-06,-0.23994001438841223,-0.0018675589759368449
500.0,364,362496,993,500.0,177,0.0004159147,-0.003997755702584982,0.0003,0.0125,1760,-11.539459228515625,0.2,1.133877304937414e-07,-0.24269283483736218,0.00012877339322585611
500.0,363,364544,1003,500.0,178,0.0023249052,0.002190422499552369,0.0003,0.016552734375,1770,-8.38204288482666,0.2,1.7917012655743748e-07,-0.23971529686823487,-0.0003585146834666375
500.0,361,366592,1014,500.0,179,0.0012478859,0.012275248765945435,0.0003,0.0296875,1780,-13.941557884216309,0.2,2.0733896704427934e-05,-0.23984810654073954,-0.0012694127683062107
500.0,359,368640,1024,500.0,180,0.00084541657,0.00112508749589324,0.0003,0.01640625,1790,-0.2688335180282593,0.2,5.6496051740850815e-06,-0.2345333573408425,0.0007714482271694578
500.0,358,370688,1034,500.0,181,0.0040365206,-0.00013269799819681793,0.0003,0.039453125,1800,-0.36241769790649414,0.2,4.1931163545427806e-05,-0.23387496806681157,-0.0013534514131606557
500.0,356,372736,1045,500.0,182,0.002321067,-0.0016486255917698145,0.0003,0.022314453125,1810,-0.35838747024536133,0.2,2.0145370172031107e-07,-0.21655296748504044,0.00011409078870201483
500.0,354,374784,1055,500.0,183,0.0069414554,0.004214912187308073,0.0003,0.042333984375,1820,-0.5912175178527832,0.2,1.8169749580465577e-07,-0.25991072971373796,-0.00021866506576770917
500.0,353,376832,1066,500.0,184,0.0016749713,-0.002381265163421631,0.0003,0.01298828125,1830,-0.8353582620620728,0.2,6.818745930559089e-07,-0.23081436790525914,-0.0005953181862423662
500.0,351,378880,1077,500.0,185,0.0029985453,-0.006022930610924959,0.0003,0.032470703125,1840,-0.9681220054626465,0.2,5.757335429734667e-07,-0.2620421669445932,-0.0007330021981033497
500.0,350,380928,1087,500.0,186,0.0021825857,0.02287919633090496,0.0003,0.02041015625,1850,-1.5628197193145752,0.2,2.7100098293431075e-06,-0.23681889954023064,-0.0018808168519171887
500.0,348,382976,1098,500.0,187,0.00061484124,-0.0060633523389697075,0.0003,0.02099609375,1860,-1.6144721508026123,0.2,3.627746278880295e-05,-0.24422909505665302,-0.00035341427428647876
500.0,347,385024,1109,500.0,188,0.0043708133,-0.013189495541155338,0.0003,0.04404296875,1870,-2.090272903442383,0.2,2.281335298448539e-07,-0.24546348508447408,-0.0014747895183973014
500.0,345,387072,1120,500.0,189,0.0027473783,-0.004980599973350763,0.0003,0.0197265625,1880,-3.5544514656066895,0.2,2.4804235749797953e-07,-0.23199346312321723,-0.0005774923658464104
500.0,344,389120,1130,500.0,190,0.002329462,0.0019322022562846541,0.0003,0.030078125,1890,-3.3338088989257812,0.2,4.631221742101843e-07,-0.2457546055316925,2.790587896015495e-05
500.0,342,391168,1141,500.0,191,0.0032559773,-0.0012963861227035522,0.0003,0.024365234375,1900,-4.012415409088135,0.2,5.550796907982658e-06,-0.2438359424006194,0.0004616766877006739
500.0,341,393216,1152,500.0,192,0.0034623747,0.0009399284608662128,0.0003,0.037109375,1910,-5.214764595031738,0.2,1.6961358244316217e-05,-0.25421121511608363,-0.0012516280243289658
500.0,339,395264,1163,500.0,193,0.00242772,0.01372607797384262,0.0003,0.018798828125,1920,-7.359468460083008,0.2,2.28531826849121e-06,-0.25006779418326913,0.000572371727321297
500.0,338,397312,1174,500.0,194,0.0028442745,-0.016983604058623314,0.0003,0.03544921875,1930,-7.324176788330078,0.2,2.6372163063115294e-06,-0.258259737957269,-0.0013701983902137727
500.0,336,399360,1186,500.0,195,0.0060311444,-0.004001076333224773,0.0003,0.045947265625,1940,-2.983196258544922,0.2,1.2754247222801495e-07,-0.25610358444973824,-0.0004942614876199513
500.0,335,401408,1197,500.0,196,0.0036670645,-0.0019693549256771803,0.0003,0.0201171875,1950,-11.54569149017334,0.2,3.8828336812457565e-07,-0.26416347846388816,0.00035070230660494417
500.0,333,403456,1208,500.0,197,0.0031660227,0.0015296833589673042,0.0003,0.036572265625,1960,-3.1832075119018555,0.2,7.795913009545075e-06,-0.26628705514594914,0.0005651807397953235
500.0,332,405504,1220,500.0,198,0.0013769118,-0.0033231093548238277,0.0003,0.015185546875,1970,-2.4399802684783936,0.2,8.757395761449516e-07,-0.25016060676425694,-0.001993914257036522
500.0,330,407552,1232,500.0,199,0.0013068767,0.0007371623069047928,0.0003,0.019873046875,1980,-5.90238094329834,0.2,7.894577228739763e-06,-0.2512144627049565,-0.0013045574640273116
500.0,329,409600,1244,500.0,200,0.001680621,-0.000978027586825192,0.0003,0.01123046875,1990,-4.121108531951904,0.2,3.352615356959632e-05,-0.24746328336186707,-1.888604019768536e-05
500.0,327,411648,1257,500.0,201,0.00146611,0.01173613965511322,0.0003,0.014013671875,2000,-6.300196170806885,0.2,5.4861021681062996e-08,-0.25708745974116026,-1.553300389787182e-05
500.0,325,413696,1269,500.0,202,0.0053363256,0.014147932641208172,0.0003,0.06162109375,2010,-6.494606971740723,0.2,6.429902441595913e-08,-0.2681678045541048,-0.0025961564067984
500.0,324,415744,1282,500.0,203,0.0054461015,-0.015521612949669361,0.0003,0.06328125,2020,-4.633300304412842,0.2,6.87852320879756e-08,-0.27345763868652284,-0.0047633746115025135
500.0,322,417792,1294,500.0,204,0.0019891039,0.005729473661631346,0.0003,0.0169921875,2030,-4.407216548919678,0.2,9.808200331917761e-08,-0.2584303968120366,-0.0015799502492882312
500.0,321,419840,1307,500.0,205,0.0006837106,0.00824816431850195,0.0003,0.007861328125,2040,-12.789716720581055,0.2,1.3303523559216045e-06,-0.2585223788395524,-0.00011010482703568413
500.0,319,421888,1320,500.0,206,0.0025975946,0.006338258273899555,0.0003,0.03359375,2050,-3.802853584289551,0.2,2.591866376633334e-07,-0.24846240864135324,-0.0013134795866790228
500.0,318,423936,1332,500.0,207,0.0054374365,0.0006207100814208388,0.0003,0.05078125,2060,-8.801815032958984,0.2,5.475399404986092e-07,-0.2656153959222138,-0.0018612624946399592
500.0,316,425984,1345,500.0,208,0.005637701,-0.0029011911246925592,0.0003,0.03505859375,2070,-8.787968635559082,0.2,2.252745043449522e-05,-0.27838655444793403,-0.00035677949636010454
500.0,315,428032,1358,500.0,209,0.0027646017,-0.0055163269862532616,0.0003,0.01845703125,2080,-4.274523735046387,0.2,4.727432326490089e-07,-0.25846121590584514,-0.0020960554000339473
500.0,313,430080,1371,500.0,210,0.0019881006,-0.00567250931635499,0.0003,0.0296875,2090,-5.987446308135986,0.2,5.661478894580796e-08,-0.2790421816520393,0.00023567494354210795
500.0,312,432128,1384,500.0,211,0.0036970638,0.0051035271026194096,0.0003,0.044482421875,2100,-3.6738333702087402,0.2,3.9251625594260986e-07,-0.26360295014455914,-0.0024209554365370424
500.0,310,434176,1397,500.0,212,0.0018224485,-0.004167799837887287,0.0003,0.025341796875,2110,-6.061087608337402,0.2,4.112565244440703e-06,-0.24372664745897055,-0.002030860015656799
500.0,309,436224,1410,500.0,213,0.004317819,-0.0016537397168576717,0.0003,0.05166015625,2120,-4.560680389404297,0.2,8.724555300432257e-08,-0.26507815048098565,-0.0021749089006334542
500.0,307,438272,1423,500.0,214,0.003964055,-0.006510112434625626,0.0003,0.05166015625,2130,-8.66077995300293,0.2,2.4270364917811094e-07,-0.2655743858311325,-0.0009521524363663048
500.0,306,440320,1436,500.0,215,0.0027472063,-0.01656857319176197,0.0003,0.043994140625,2140,-7.144376754760742,0.2,2.946493979152365e-05,-0.2731948750093579,-0.0022193708093254825
500.0,305,442368,1449,500.0,216,0.00086550694,0.005602810997515917,0.0003,0.01630859375,2150,-3.3454995155334473,0.2,5.6702432971178496e-08,-0.2548949135933071,-0.0011808811977971345
500.0,303,444416,1462,500.0,217,0.0021421593,-0.0030452925711870193,0.0003,0.0095703125,2160,-8.202493667602539,0.2,3.794382053001755e-08,-0.2555412411689758,-0.00020333485299488528
500.0,302,446464,1476,500.0,218,0.0023347586,0.020131975412368774,0.0003,0.02666015625,2170,-13.637035369873047,0.2,5.5742495419508485e-08,-0.26085066394880413,0.0007378033937129657
500.0,301,448512,1489,500.0,219,0.0011679034,-0.0018332743784412742,0.0003,0.0173828125,2180,-4.94129753112793,0.2,4.3452476177208156e-07,-0.26164690470322965,-0.0004684721905505285
500.0,299,450560,1502,500.0,220,0.0020426898,-0.006473475601524115,0.0003,0.02607421875,2190,-8.451898574829102,0.2,3.929545428604797e-05,-0.2512762735132128,-0.0011936889175558462
500.0,298,452608,1516,500.0,221,0.0037979488,-0.0007104030228219926,0.0003,0.031640625,2200,-3.810966968536377,0.2,4.360357763744105e-08,-0.2621269943192601,-0.001258511639025528
500.0,297,454656,1529,500.0,222,0.0037648168,0.005969160236418247,0.0003,0.035205078125,2210,-3.4311976432800293,0.2,5.681299910520465e-08,-0.2563761244062334,-0.0012043534166878088
500.0,295,456704,1542,500.0,223,0.0049859574,0.002541562309488654,0.0003,0.044140625,2220,-5.730206489562988,0.2,4.949922924879502e-08,-0.25955842016264796,-0.0020332372121629307
500.0,294,458752,1556,500.0,224,0.0037785056,-0.006551505997776985,0.0003,0.01826171875,2230,-6.807105541229248,0.2,2.477065606854012e-07,-0.2761070779059082,-0.00046925561910029503
500.0,293,460800,1570,500.0,225,0.0025714627,-0.004762415308505297,0.0003,0.021728515625,2240,-7.819527626037598,0.2,1.287838784946871e-07,-0.25137997861020267,-0.002071276231436059
500.0,292,462848,1583,500.0,226,0.001476927,0.0028112251311540604,0.0003,0.033935546875,2250,-8.83051872253418,0.2,2.3050963591231266e-07,-0.27149820579215883,-0.0009081211665034061
500.0,291,464896,1597,500.0,227,0.0012975994,0.006668513175100088,0.0003,0.02607421875,2260,-6.403401851654053,0.2,6.904848106614736e-07,-0.2704148049931973,-0.0001480355829698965
500.0,289,466944,1610,500.0,228,0.0012872667,-0.0026427654083818197,0.0003,0.008349609375,2270,-4.79187536239624,0.2,9.824886748788231e-06,-0.26597159588709474,-0.00019215916690882296
500.0,288,468992,1624,500.0,229,0.0022825997,-0.001568416366353631,0.0003,0.035888671875,2280,-4.962567329406738,0.2,2.409352987342572e-07,-0.24973620511591435,-0.0013457773515256123
500.0,287,471040,1638,500.0,230,0.0018132278,-0.006620641797780991,0.0003,0.015380859375,2290,-6.487977027893066,0.2,3.013380313632297e-06,-0.25197136397473513,-0.0008676505152834579
500.0,286,473088,1652,500.0,231,0.0018404012,-0.00923195667564869,0.0003,0.038330078125,2300,-7.27177619934082,0.2,9.029956356698676e-06,-0.24895644704811276,-0.000999490899266675
500.0,285,475136,1666,500.0,232,0.005390846,0.016848985105752945,0.0003,0.04912109375,2310,-0.25133371353149414,0.2,3.7064956586618793e-06,-0.2531481263693422,-0.0003693140941322781
500.0,283,477184,1680,500.0,233,0.0017989671,-0.003925983794033527,0.0003,0.037646484375,2320,-0.22469305992126465,0.2,1.3057657992021631e-05,-0.26650458863005044,-0.0004614672638126649
500.0,282,479232,1695,500.0,234,0.006666202,8.633089601062238e-05,0.0003,0.061474609375,2330,-0.3991837501525879,0.2,1.1093349570501232e-06,-0.2746388176456094,-0.00039777599304215985
500.0,281,481280,1709,500.0,235,0.0061281575,-0.013116106390953064,0.0003,0.068603515625,2340,-0.5342870950698853,0.2,1.0949978218377509e-06,-0.28283530292101206,-0.0022735452075721696
500.0,280,483328,1723,500.0,236,0.0018070384,-0.0023023393005132675,0.0003,0.015283203125,2350,-0.7522011995315552,0.2,1.2109471214216683e-06,-0.27538326042704286,-0.0003987139119999483
500.0,279,485376,1737,500.0,237,0.0036884747,-0.0026352228596806526,0.0003,0.030224609375,2360,-1.111055612564087,0.2,1.1502951792863314e-06,-0.26046139243990185,-0.0009690168517408893
500.0,278,487424,1751,500.0,238,0.0012888659,0.0016822381876409054,0.0003,0.015625,2370,-0.615591287612915,0.2,1.984053344017411e-06,-0.26311198198236524,-0.00079905440506991
500.0,277,489472,1766,500.0,239,0.00086106686,-0.004951192997395992,0.0003,0.01552734375,2380,-4.611485481262207,0.2,3.645988386438148e-05,-0.24925884357653558,-0.0003089578327490017
500.0,276,491520,1780,500.0,240,0.0020365755,-0.005327665712684393,0.0003,0.018505859375,2390,-5.152760982513428,0.2,3.900652245647507e-08,-0.24340559039264917,-0.0008523230542778037
500.0,274,493568,1795,500.0,241,0.0027105196,0.010133514180779457,0.0003,0.017138671875,2400,-4.242313385009766,0.2,7.169694811182126e-08,-0.23924273517914116,-0.00019439553143456577
500.0,273,495616,1809,500.0,242,0.0014243252,-0.0032507770229130983,0.0003,0.017431640625,2410,-4.3449602127075195,0.2,5.190198635318666e-08,-0.2471518749371171,-0.000429479014565004
500.0,272,497664,1824,500.0,243,0.0012730989,0.03532671183347702,0.0003,0.019775390625,2420,-4.371078968048096,0.2,4.04894306029746e-06,-0.2389083848334849,0.0008535000320989639
500.0,271,499712,1839,500.0,244,0.0032520688,-0.024012494832277298,0.0003,0.0388671875,2430,-6.742225646972656,0.2,5.70359063090109e-07,-0.24460958084091544,-0.001467311306623742
500.0,270,501760,1854,500.0,245,0.00065850106,-0.0008162585436366498,0.0003,0.038671875,2440,-5.928845405578613,0.2,6.516496256381287e-07,-0.2349997151643038,-0.0011920838835067116
