rollout/ep_len_mean,time/iterations,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/fps,train/entropy_loss,train/clip_fraction,train/n_updates,train/learning_rate,train/policy_gradient_loss,train/explained_variance,train/approx_kl,train/value_loss,train/clip_range,train/loss
181.31,12,24576,15,181.31,1579,-0.5524293376132846,0.08369140625,110,0.0003,-0.012667649569630157,0.8280407190322876,0.008681882,32.96640570759773,0.2,26.026031494140625
199.53,13,26624,17,199.53,1551,-0.5766455264762044,0.038330078125,120,0.0003,-0.005111291966750286,0.7732590436935425,0.0028095592,9.376796178799122,0.2,0.8848816156387329
216.52,14,28672,18,216.52,1525,-0.5452237150631845,0.018701171875,130,0.0003,-0.004397845307539683,0.035577237606048584,0.002698978,74.02701847106218,0.2,15.781405448913574
231.98,15,30720,20,231.98,1499,-0.5406863711774349,0.0521484375,140,0.0003,-0.0013284115273563657,0.6282737255096436,0.0057994276,2.282601764658466,0.2,0.17094558477401733
248.68,16,32768,22,248.68,1471,-0.5089772761799395,0.03056640625,150,0.0003,-0.0001661122492805589,0.14832806587219238,0.0036339522,1.1610425299673808,0.2,0.03482605516910553
266.22,17,34816,24,266.22,1443,-0.5216755622066558,0.06923828125,160,0.0003,-0.006795312130998354,0.8780977129936218,0.007401823,0.7587524826230947,0.2,0.05377957969903946
282.66,18,36864,25,282.66,1419,-0.4924999989569187,0.055859375,170,0.0003,-0.002392873053031508,-0.13205933570861816,0.007898183,0.4743965795947588,0.2,0.014986542984843254
302.86,19,38912,27,302.86,1396,-0.48106697397306564,0.020703125,180,0.0003,-0.0017318159771093633,0.02477210760116577,0.0021501384,0.29924587987334234,0.2,0.021158818155527115
316.53,20,40960,29,316.53,1375,-0.5084725833497942,0.037841796875,190,0.0003,-0.0027574378123972564,0.015795230865478516,0.003890747,0.18974406132037985,0.2,0.0307045616209507
332.03,21,43008,31,332.03,1355,-0.4792630317620933,0.0294921875,200,0.0003,-0.0019535764353349806,0.021730780601501465,0.0036192136,0.12124756130797323,0.2,0.02646818198263645
348.21,22,45056,33,348.21,1336,-0.4909310571849346,0.006884765625,210,0.0003,0.00012918910506414248,-0.005491852760314941,0.0014690647,0.07323255150658951,0.2,0.013324383646249771
362.78,23,47104,35,362.78,1316,-0.4574259836226702,0.01875,220,0.0003,-0.0014776760159293189,-0.003206610679626465,0.0025166064,0.04669999089892372,0.2,0.020288733765482903
376.34,24,49152,37,376.34,1295,-0.4495758170261979,0.027392578125,230,0.0003,-0.0005541632024687714,-0.01768481731414795,0.0049098795,0.030776348597100878,0.2,-0.0064519792795181274
389.24,25,51200,40,389.24,1277,-0.46148669430986045,0.05498046875,240,0.0003,-0.0024892325600376353,0.02282494306564331,0.0061585275,0.018912824257131432,0.2,-0.023520244285464287
402.71,26,53248,42,402.71,1260,-0.45107212029397487,0.005224609375,250,0.0003,0.00023841381480451673,-0.012634873390197754,0.0017507767,0.012585501473586192,0.2,-0.0013341461308300495
409.93,27,55296,271,409.93,203,-0.4471551333554089,0.01708984375,260,0.0003,-0.0019914778851671143,0.05382740497589111,0.002760853,0.007950794965563546,0.2,-0.020998958498239517
420.8,28,57344,273,420.8,209,-0.4441605635918677,0.027001953125,270,0.0003,-0.0009171208170300815,-0.026285767555236816,0.0030335814,0.005355057942233543,0.2,-0.004077482037246227
434.64,29,59392,275,434.64,215,-0.4276028127409518,0.01123046875,280,0.0003,-0.00025492825225228446,0.03001868724822998,0.0018424195,0.003512056756471793,0.2,0.009822188876569271
447.05,30,61440,278,447.05,220,-0.4370282982476056,0.029541015625,290,0.0003,-0.0019252035810495727,-0.0006660223007202148,0.0036742676,0.0025118856376593612,0.2,0.031867772340774536
460.47,31,63488,280,460.47,225,-0.46192426020279526,0.029931640625,300,0.0003,-0.0009922632496454753,-0.07334339618682861,0.0023942913,0.0016119317191055416,0.2,-0.0005246626096777618
472.3,32,65536,283,472.3,231,-0.4614735499024391,0.0501953125,310,0.0003,-0.0057143107529554985,0.05760014057159424,0.003319404,0.001152523893574653,0.2,0.0025232487823814154
479.38,33,67584,372,479.38,181,-0.45797943165525795,0.057568359375,320,0.0003,-0.0025533973035635426,-0.02961266040802002,0.0033099127,0.0007961062399658658,0.2,-0.015996525064110756
487.44,34,69632,374,487.44,185,-0.4568369715474546,0.022021484375,330,0.0003,-0.00026230914372717964,-0.06582129001617432,0.005047568,0.0005394980920982561,0.2,-0.0008202461176551878
493.65,35,71680,377,493.65,189,-0.42428353866562246,0.024169921875,340,0.0003,-0.0018998185085365548,0.012458205223083496,0.0023678318,0.00039817970657054504,0.2,-0.0025519556365907192
495.11,36,73728,429,495.11,171,-0.42917966227978466,0.0705078125,350,0.0003,-0.0035852832457749172,0.03612256050109863,0.00559142,0.0002702644773023621,0.2,-0.010940944775938988
497.49,37,75776,432,497.49,175,-0.4396446006372571,0.148828125,360,0.0003,-0.004298834744258784,0.009997189044952393,0.012511204,0.00018992375235029612,0.2,0.013875245116651058
500.0,38,77824,434,500.0,178,-0.4230657362379134,0.036962890625,370,0.0003,-0.0018396017447230406,0.019775331020355225,0.0064346027,0.00013127951780802504,0.2,-0.013342116959393024
500.0,39,79872,437,500.0,182,-0.40480156810954215,0.028125,380,0.0003,-0.0010250991879729554,-0.08185207843780518,0.0048522637,9.320647616846145e-05,0.2,0.0005380522925406694
500.0,40,81920,440,500.0,185,-0.3972759936004877,0.091064453125,390,0.0003,-0.00470116234573652,-0.132301926612854,0.008884411,7.122895208055979e-05,0.2,-0.018102480098605156
500.0,41,83968,467,500.0,179,-0.3956329542212188,0.043603515625,400,0.0003,-0.0024566012842115017,-0.04151296615600586,0.0025225724,5.2222465177464984e-05,0.2,0.002909488044679165
500.0,42,86016,469,500.0,183,-0.36938205286860465,0.034033203125,410,0.0003,-0.002624567211023532,-0.14633166790008545,0.0043747523,3.55688280620825e-05,0.2,0.01817375421524048
500.0,43,88064,472,500.0,186,-0.36650727968662977,0.051953125,420,0.0003,-0.0020160950181889346,-0.20147192478179932,0.0049660173,2.3840224912419217e-05,0.2,-0.003183921566233039
500.0,44,90112,475,500.0,189,-0.3464754638262093,0.02060546875,430,0.0003,-0.0013390690932283179,-0.24621880054473877,0.0025961106,2.2104721517735014e-05,0.2,0.0030252132564783096
500.0,45,92160,478,500.0,192,-0.3409949562512338,0.02568359375,440,0.0003,-0.0005213174415985122,-0.22708547115325928,0.0019238013,1.0258530556939149e-05,0.2,-0.008446047082543373
500.0,46,94208,481,500.0,195,-0.3393338988535106,0.02744140625,450,0.0003,-0.0018881456708186306,-0.23130762577056885,0.0040262025,8.53050890441409e-06,0.2,-0.0020820782519876957
500.0,47,96256,1441,500.0,66,-0.3154216084163636,0.02734375,460,0.0003,-0.0015688870204030535,-0.560707688331604,0.0031105422,5.938187049991938e-06,0.2,0.00044329388765618205
500.0,48,98304,1445,500.0,68,-0.3208758900873363,0.0314453125,470,0.0003,-3.5680251312442127e-05,-0.5452430248260498,0.0014387127,6.15558850540765e-06,0.2,0.001526010106317699
500.0,49,100352,1448,500.0,69,-0.31611030860804024,0.028076171875,480,0.0003,-0.00022609639054280706,-0.6489599943161011,0.00082490715,4.434074620007778e-06,0.2,-0.004848582204431295
500.0,50,102400,1451,500.0,70,-0.2910627521574497,0.02236328125,490,0.0003,-0.0015715673187514767,-0.8038852214813232,0.004324102,4.859548104718669e-06,0.2,-0.013525380752980709
500.0,51,104448,1455,500.0,71,-0.28937425022013485,0.03271484375,500,0.0003,-0.000333408938604407,-0.9707667827606201,0.005122772,3.1407477564471265e-06,0.2,-0.0038612824864685535
500.0,52,106496,1458,500.0,73,-0.29266753513365984,0.0142578125,510,0.0003,-0.0010177905904129147,-1.1511187553405762,0.002875493,6.4226418459156775e-06,0.2,-0.015241706743836403
500.0,53,108544,1462,500.0,74,-0.28247814839705826,0.036376953125,520,0.0003,-0.0015721035226306413,-1.405060052871704,0.0039802487,1.5509800135760087e-06,0.2,-0.002636340446770191
500.0,54,110592,1465,500.0,75,-0.28323071892373264,0.037890625,530,0.0003,0.00023052361648296938,-1.9588899612426758,0.0033522872,3.702473281919083e-06,0.2,0.0005051552434451878
500.0,55,112640,1469,500.0,76,-0.26863713120110333,0.011279296875,540,0.0003,-0.0007498944207327441,-3.3494668006896973,0.0016412863,1.464681332663531e-06,0.2,0.0008929474279284477
500.0,56,114688,2474,500.0,46,-0.2627803192473948,0.018408203125,550,0.0003,-0.0008240752213168889,-2.617108106613159,0.002517159,1.7425749206267937e-06,0.2,-0.0023703572805970907
500.0,57,116736,2478,500.0,47,-0.2775299326982349,0.045849609375,560,0.0003,-0.0017010615178151057,-3.995400905609131,0.003523226,2.781602029244823e-06,0.2,-0.008754328824579716
500.0,58,118784,2793,500.0,42,-0.27163035566918553,0.027392578125,570,0.0003,-0.001890613848809153,-4.764060974121094,0.0036534055,1.535452531413739e-05,0.2,-0.010490769520401955
500.0,59,120832,2796,500.0,43,-0.25892397509887816,0.006201171875,580,0.0003,-8.413621253566816e-05,-2.2041029930114746,0.0013508579,1.2210200310391884e-06,0.2,0.00277087464928627
500.0,60,122880,2801,500.0,43,-0.24032956627197563,0.010009765625,590,0.0003,-0.00036629928872571326,-2.5456113815307617,0.0006355719,1.2837171993851371e-06,0.2,0.001792239723727107
500.0,61,124928,2805,500.0,44,-0.2420954022090882,0.023095703125,600,0.0003,-0.001030470067053102,-2.5992043018341064,0.0018739561,1.5321713459570673e-05,0.2,-0.0025105876848101616
500.0,62,126976,2824,500.0,44,-0.2526464156806469,0.02666015625,610,0.0003,-0.0015388564715976827,-1.8904428482055664,0.0032237428,1.2563730194870003e-06,0.2,-0.011666843667626381
500.0,63,129024,2828,500.0,45,-0.25437294649891556,0.0203125,620,0.0003,0.0005051616826676764,-4.1594953536987305,0.0030263555,8.800234610362167e-07,0.2,-0.0007607027655467391
500.0,64,131072,2832,500.0,46,-0.2592425528448075,0.0169921875,630,0.0003,-0.0008036712832108605,-4.9715094566345215,0.001704232,2.111665363599968e-05,0.2,0.0050451019778847694
500.0,65,133120,2862,500.0,46,-0.24503897940739988,0.03486328125,640,0.0003,-0.0026642705721314996,-2.7552123069763184,0.004079121,6.768264910306244e-07,0.2,-0.0016280215932056308
500.0,66,135168,2867,500.0,47,-0.26240841173566876,0.042041015625,650,0.0003,-0.0013765560957835986,-5.978084087371826,0.005445117,4.487363526095578e-07,0.2,-0.01109947171062231
500.0,67,137216,2871,500.0,47,-0.2574363050982356,0.0732421875,660,0.0003,-0.004451123152102809,-2.7508628368377686,0.0069528967,1.5454792730906774e-06,0.2,-0.0071706450544297695
500.0,68,139264,2901,500.0,47,-0.2565259973984212,0.027294921875,670,0.0003,-0.000650508906255709,-5.697333335876465,0.0034143634,5.286572559271008e-07,0.2,-0.008236592635512352
500.0,69,141312,2905,500.0,48,-0.2312038261909038,0.018701171875,680,0.0003,-0.002182094544696156,-2.3388943672180176,0.002907765,6.892665737723292e-07,0.2,-0.012615923769772053
500.0,70,143360,2910,500.0,49,-0.24259415632113815,0.0123046875,690,0.0003,-0.0009137586952419951,-2.3539767265319824,0.0022898559,6.364086425492133e-06,0.2,-0.0027207634411752224
500.0,71,145408,2988,500.0,48,-0.2710283427499235,0.04482421875,700,0.0003,-0.0013362697995034979,-4.524051189422607,0.003073962,4.3224358705629127e-07,0.2,-0.003962825518101454
500.0,72,147456,2993,500.0,49,-0.26510254591703414,0.01796875,710,0.0003,-0.0004215786786517128,-4.997756481170654,0.0016381976,1.3401611300878358e-05,0.2,-0.002434978960081935
500.0,73,149504,2998,500.0,49,-0.27158754603005947,0.022412109375,720,0.0003,-0.0003637059813627275,-5.402286529541016,0.0027659177,1.0345663119437631e-05,0.2,0.014825954101979733
500.0,74,151552,3002,500.0,50,-0.24013368715532124,0.028759765625,730,0.0003,-0.0005228471214650199,-7.127089500427246,0.003174299,3.60713499958365e-07,0.2,-0.0067596472799777985
500.0,75,153600,3007,500.0,51,-0.28326195674017074,0.062353515625,740,0.0003,-0.0025491990309092216,-4.675753593444824,0.006643519,3.8605774648203807e-07,0.2,0.018688179552555084
500.0,76,155648,3012,500.0,51,-0.2580148518551141,0.016357421875,750,0.0003,-0.0008632973447674885,-6.213968276977539,0.0020818887,5.307000634502401e-07,0.2,-0.0030532144010066986
500.0,77,157696,3017,500.0,52,-0.25490785990841686,0.035400390625,760,0.0003,-0.0008849121615639888,-8.533584594726562,0.0038313072,6.70626751286818e-06,0.2,-0.003862096229568124
500.0,78,159744,3022,500.0,52,-0.25501757953315973,0.021240234375,770,0.0003,-0.0008147762375301682,-2.140049695968628,0.0015823036,1.0499860556478779e-05,0.2,-0.0023636973928660154
500.0,79,161792,3027,500.0,53,-0.27252465593628583,0.020458984375,780,0.0003,-0.000368069218529854,-5.763467311859131,0.003932068,6.476511657638185e-07,0.2,0.0018985125934705138
500.0,80,163840,3032,500.0,54,-0.2554747400805354,0.031201171875,790,0.0003,-0.0011941154400119558,-2.784287452697754,0.0028068023,5.082192217287229e-07,0.2,-0.015403426252305508
500.0,81,165888,3037,500.0,54,-0.26305556651204826,0.030908203125,800,0.0003,7.672993815504015e-05,-5.2497878074646,0.001004599,1.380608783279058e-05,0.2,0.0003760530089493841
500.0,82,167936,3043,500.0,55,-0.2814030601643026,0.045556640625,810,0.0003,-0.0030370294873137025,-8.098211288452148,0.005726851,2.8513457550616295e-07,0.2,0.0032451057340949774
500.0,83,169984,3048,500.0,55,-0.28141044890508055,0.06005859375,820,0.0003,-0.0009090702355024405,-2.5331714153289795,0.0043216473,8.370162490223265e-06,0.2,0.016151582822203636
500.0,84,172032,3053,500.0,56,-0.27850236580707133,0.02236328125,830,0.0003,-0.0018623003517859616,-2.8560688495635986,0.003224539,9.090872708839015e-07,0.2,0.002419531112536788
500.0,85,174080,3058,500.0,56,-0.26356911221519114,0.013037109375,840,0.0003,2.0799200137844308e-05,-3.619251251220703,0.0015888854,3.933918407028614e-07,0.2,0.008494439534842968
500.0,86,176128,3063,500.0,57,-0.27126190033741293,0.014501953125,850,0.0003,3.543142665876076e-05,-7.210020065307617,0.0024777765,1.026077032406647e-06,0.2,0.0015078794676810503
500.0,87,178176,3069,500.0,58,-0.266210830071941,0.021826171875,860,0.0003,-0.0011086771031841637,-5.80961275100708,0.003563441,2.975434632901397e-05,0.2,0.00636038463562727
500.0,88,180224,3074,500.0,58,-0.26364056980237366,0.03466796875,870,0.0003,-0.0025398453042726034,-5.303174018859863,0.0029256376,3.359023338589395e-07,0.2,-0.005747577641159296
500.0,89,182272,3080,500.0,59,-0.25695398626849053,0.0177734375,880,0.0003,-4.340187006164342e-05,-10.14793872833252,0.0026119547,2.5023483090080846e-07,0.2,-0.004675219766795635
500.0,90,184320,3085,500.0,59,-0.2525922283064574,0.011474609375,890,0.0003,0.0010269169772072928,-5.918217658996582,0.0016636763,2.844021310011158e-07,0.2,-0.002063889056444168
500.0,91,186368,3091,500.0,60,-0.26932456172071395,0.031494140625,900,0.0003,7.420357724186033e-05,-9.325108528137207,0.0044765826,2.8815720440888983e-07,0.2,0.004726398270577192
500.0,92,188416,3096,500.0,60,-0.25158870350569484,0.011865234375,910,0.0003,-0.0001404163813276682,-6.636460781097412,0.0014841877,3.690147983093084e-05,0.2,-0.00207874015904963
500.0,93,190464,3102,500.0,61,-0.26043722466565666,0.05791015625,920,0.0003,-0.0032671158318407834,-11.425210952758789,0.005200502,1.973784691244873e-07,0.2,-0.0010756882838904858
500.0,94,192512,3108,500.0,61,-0.2514381500892341,0.012890625,930,0.0003,-0.0002291817290824838,-6.491806983947754,0.0014317401,2.477880201467997e-07,0.2,0.0062791514210402966
500.0,95,194560,3114,500.0,62,-0.2549753872212023,0.03173828125,940,0.0003,-0.0005228856913163327,-8.764546394348145,0.0035763874,2.8310190032243553e-07,0.2,-0.004661073908209801
500.0,96,196608,3119,500.0,63,-0.24240133897401392,0.019384765625,950,0.0003,-0.0002243998518679291,-5.707154750823975,0.0015138129,5.455561165490507e-07,0.2,-0.006941735278815031
500.0,97,198656,3125,500.0,63,-0.25386514808051286,0.01142578125,960,0.0003,0.0001411262244801037,-6.9902191162109375,0.0012721401,7.058430895767742e-07,0.2,-0.002352137118577957
500.0,98,200704,3131,500.0,64,-0.2513069807551801,0.01591796875,970,0.0003,-9.823765722103417e-05,-5.873027324676514,0.0026070047,0.0002001513045200909,0.2,0.011544764041900635
500.0,99,202752,3137,500.0,64,-0.2457984069362283,0.01484375,980,0.0003,-0.00032437814479635563,-1.9148690700531006,0.0019057115,1.596659345182161e-06,0.2,-0.002483564894646406
500.0,100,204800,3144,500.0,65,-0.26000346913933753,0.039013671875,990,0.0003,-0.0006498148024547846,-3.4192185401916504,0.0044202106,1.6879399993285916e-07,0.2,0.012907425872981548
500.0,101,206848,3150,500.0,65,-0.2528678179252893,0.018798828125,1000,0.0003,-0.0001336361325229518,-2.7156901359558105,0.0019372128,1.684672554347344e-07,0.2,-8.332557626999915e-05
500.0,102,208896,3157,500.0,66,-0.25831276667304337,0.046337890625,1010,0.0003,-0.0007908414867415558,-4.549216270446777,0.00621567,1.2642081514968595e-07,0.2,-0.014327515847980976
500.0,103,210944,3163,500.0,66,-0.2650767341721803,0.022509765625,1020,0.0003,-0.0006671654002275318,-5.689222812652588,0.0020980383,1.576887200371857e-07,0.2,-0.014753423631191254
500.0,104,212992,3170,500.0,67,-0.24180211806669832,0.02626953125,1030,0.0003,-0.0006700655867462046,-3.653768539428711,0.0043101003,4.5692168839650547e-07,0.2,-0.0005896994844079018
500.0,105,215040,3177,500.0,67,-0.2675350126810372,0.028662109375,1040,0.0003,-0.0020091655547730624,-3.8145008087158203,0.0032092207,1.6925070269735443e-07,0.2,0.0012343779671937227
500.0,106,217088,3183,500.0,68,-0.2572285061702132,0.01455078125,1050,0.0003,-0.000371575252211187,-5.214775562286377,0.0029062033,1.8747956573861301e-07,0.2,0.006818893365561962
500.0,107,219136,3190,500.0,68,-0.2465194207150489,0.0212890625,1060,0.0003,-0.0009076451839064248,-4.157036304473877,0.0018297532,2.0732178313664916e-06,0.2,0.00031783769372850657
500.0,108,221184,3197,500.0,69,-0.24900993085466325,0.01923828125,1070,0.0003,-0.00026658127317205074,-6.524864196777344,0.0017723965,5.001593737574694e-06,0.2,-0.0009541235049255192
500.0,109,223232,3204,500.0,69,-0.23079854846000672,0.028369140625,1080,0.0003,-0.001831478570238687,-9.159071922302246,0.0022513778,3.464760936822131e-07,0.2,-0.009067184291779995
500.0,110,225280,3211,500.0,70,-0.23830483364872634,0.018115234375,1090,0.0003,-0.0007358054994256235,-8.801410675048828,0.0022828877,6.576308319949931e-06,0.2,0.004967012908309698
500.0,111,227328,3218,500.0,70,-0.22664140146225692,0.013232421875,1100,0.0003,0.0003163388886605389,-5.584055423736572,0.0011829995,2.0307424222210103e-07,0.2,0.005826262291520834
500.0,112,229376,3225,500.0,71,-0.25963149885646997,0.024365234375,1110,0.0003,0.00016227680316660553,-6.007758140563965,0.0012830804,1.493492641202465e-06,0.2,-0.0034528737887740135
500.0,113,231424,3232,500.0,71,-0.2774882257916033,0.0416015625,1120,0.0003,-0.00037407547351904215,-9.728971481323242,0.004568481,4.0217064022840535e-05,0.2,-0.0008904170827008784
500.0,114,233472,3239,500.0,72,-0.2434033380821347,0.020361328125,1130,0.0003,-0.0006075749559386167,-6.429103851318359,0.0028757364,1.7333615005554747e-07,0.2,0.0018365585710853338
500.0,115,235520,3246,500.0,72,-0.2716248041950166,0.020166015625,1140,0.0003,1.0120890510734171e-05,-9.700272560119629,0.0011342131,1.8079276742355432e-07,0.2,-0.012213817797601223
500.0,116,237568,3253,500.0,73,-0.2639763794839382,0.0298828125,1150,0.0003,-0.0009482606401434168,-13.178947448730469,0.0026051856,6.786423085713977e-07,0.2,0.002932847011834383
500.0,117,239616,3261,500.0,73,-0.24200029377825558,0.017041015625,1160,0.0003,-0.0010995219054166228,-11.896784782409668,0.0022569392,2.5662824037908648e-05,0.2,0.001326217781752348
500.0,118,241664,3268,500.0,73,-0.2654162097722292,0.0208984375,1170,0.0003,-0.00032781090994831174,-12.772014617919922,0.00060469424,1.136887703978573e-07,0.2,-0.005990051664412022
500.0,119,243712,3275,500.0,74,-0.2528733494691551,0.0232421875,1180,0.0003,0.0005631594933220186,-10.183323860168457,0.0019575942,1.6875696076112945e-07,0.2,-0.001128999050706625
500.0,120,245760,3283,500.0,74,-0.25198125853203235,0.014892578125,1190,0.0003,0.0009636148723075166,-12.496743202209473,0.0011566073,1.6479945088576642e-07,0.2,-6.924375338712707e-05
500.0,121,247808,3290,500.0,75,-0.26988503988832235,0.0291015625,1200,0.0003,0.00011115170054836199,-15.509841918945312,0.0024346882,0.00010823914212494401,0.2,-0.0032145436853170395
500.0,122,249856,3298,500.0,75,-0.27764083901420233,0.08916015625,1210,0.0003,-0.0040244736213935536,-11.225996017456055,0.009705298,9.171779424832494e-08,0.2,0.011447655037045479
500.0,123,251904,3305,500.0,76,-0.265445197885856,0.02978515625,1220,0.0003,-0.00020691075915237888,-7.5114545822143555,0.0016503113,1.094702525961111e-07,0.2,-0.0025006746873259544
500.0,124,253952,3313,500.0,76,-0.2702945183031261,0.01611328125,1230,0.0003,2.975388488266617e-05,-8.370870590209961,0.00084849156,9.576159527568962e-08,0.2,0.004154806956648827
500.0,125,256000,3321,500.0,77,-0.26079717013053594,0.017724609375,1240,0.0003,0.0004774952496518381,-8.068187713623047,0.0018239109,1.5173626024989062e-06,0.2,0.009355537593364716
500.0,126,258048,3329,500.0,77,-0.2484937365632504,0.02265625,1250,0.0003,-0.0017713476379867643,-7.798001289367676,0.003422035,4.0490136825610535e-07,0.2,0.001269630971364677
500.0,127,260096,3336,500.0,77,-0.2553758549503982,0.016455078125,1260,0.0003,7.866173982620239e-05,-9.71960163116455,0.0020621924,1.0285176301749744e-07,0.2,0.0010437426390126348
500.0,128,262144,3344,500.0,78,-0.24471411067061127,0.02021484375,1270,0.0003,-0.00119180160399992,-7.812163352966309,0.0021873876,5.573654232193803e-06,0.2,0.0008528928156010807
500.0,129,264192,3352,500.0,78,-0.250734172668308,0.02177734375,1280,0.0003,0.0010209493048023432,-5.928564071655273,0.0015669204,2.804737551400649e-05,0.2,0.008327714167535305
500.0,130,266240,3360,500.0,79,-0.25641318475827574,0.025,1290,0.0003,0.0010834673681529238,-4.783181190490723,0.0036693045,1.245511487013573e-06,0.2,0.0005344676901586354
500.0,131,268288,3368,500.0,79,-0.2530085637234151,0.017529296875,1300,0.0003,0.0003277746152889449,-9.632856369018555,0.0014237224,2.1559386311764684e-07,0.2,0.0045224204659461975
500.0,132,270336,3376,500.0,80,-0.2413790503051132,0.018798828125,1310,0.0003,-0.0007833167241187766,-7.788947105407715,0.002708885,2.993135955193793e-05,0.2,-0.002350343856960535
500.0,133,272384,3384,500.0,80,-0.26511380784213545,0.051904296875,1320,0.0003,0.00012089736992493272,-13.604146003723145,0.0027793995,1.5943424585884713e-06,0.2,-0.0016059124609455466
500.0,134,274432,3392,500.0,80,-0.24590231124311684,0.020361328125,1330,0.0003,0.0007166952782426961,-7.141151428222656,0.0024778508,1.1887462392223824e-07,0.2,0.00144009361974895
500.0,135,276480,3400,500.0,81,-0.2570068980567157,0.014599609375,1340,0.0003,0.00025718721735756844,-11.728446006774902,0.0014846169,1.5901411290997203e-05,0.2,-0.0031252214685082436
500.0,136,278528,3409,500.0,81,-0.2642075235955417,0.040478515625,1350,0.0003,-0.0014097786719503348,-2.3301618099212646,0.005399471,2.5908402591312552e-06,0.2,-0.0035547816660255194
500.0,137,280576,3417,500.0,82,-0.2602592018898576,0.014501953125,1360,0.0003,0.0002905133627791656,-3.729491710662842,0.0012700725,2.417370069451863e-07,0.2,-0.0002911031187977642
500.0,138,282624,3425,500.0,82,-0.26697078365832566,0.027685546875,1370,0.0003,-0.0005096389199024997,-2.977417230606079,0.0016067914,3.6316424427695894e-07,0.2,-0.008344708010554314
500.0,139,284672,3433,500.0,82,-0.2707710847724229,0.02080078125,1380,0.0003,-0.00025182934405165724,-5.5291852951049805,0.0025178953,1.4260849354741367e-07,0.2,-0.008186188526451588
500.0,140,286720,3442,500.0,83,-0.2601642358116806,0.023193359375,1390,0.0003,6.594417791347951e-05,-3.0613040924072266,0.0020887991,1.7284173830489634e-05,0.2,-0.0015353666385635734
500.0,141,288768,3450,500.0,83,-0.25203563962131736,0.0224609375,1400,0.0003,-0.0005460744920128491,-6.837904930114746,0.0034225844,1.2804044899894506e-07,0.2,-0.002542271977290511
500.0,142,290816,3459,500.0,84,-0.2595484639052302,0.048828125,1410,0.0003,-0.0032852988006197847,-3.2152204513549805,0.004313816,7.309991588044795e-07,0.2,-0.0069115343503654
500.0,143,292864,3467,500.0,84,-0.2648481547366828,0.0611328125,1420,0.0003,-0.002783838170580566,-7.999212265014648,0.004522492,1.7185196838909177e-07,0.2,0.005852438509464264
500.0,144,294912,3476,500.0,84,-0.25837300266139207,0.01552734375,1430,0.0003,-0.0014617697190260515,-6.05131196975708,0.0023166435,8.57086259600237e-06,0.2,0.0006850781501270831
500.0,145,296960,3484,500.0,85,-0.2647535082418472,0.034765625,1440,0.0003,-0.0009542753541609272,-5.971406936645508,0.0035859034,1.847346169370212e-07,0.2,-0.0018619273323565722
500.0,146,299008,3493,500.0,85,-0.25564025561325254,0.01474609375,1450,0.0003,-0.001962421418284066,-3.2818541526794434,0.0018923744,4.065617360993201e-07,0.2,-0.004907174501568079
500.0,147,301056,3502,500.0,85,-0.23200766872614623,0.024755859375,1460,0.0003,-0.0024277962438645773,-4.103816032409668,0.0023603467,3.788066098309173e-06,0.2,-0.0013101595686748624
