rollout/ep_rew_mean,time/fps,time/total_timesteps,time/time_elapsed,time/iterations,rollout/ep_len_mean,train/policy_gradient_loss,train/entropy_loss,train/n_updates,train/explained_variance,train/loss,train/value_loss,train/learning_rate,train/approx_kl,train/clip_fraction,train/clip_range
500.0,425,296960,697,145,500.0,-0.0009542753541609272,-0.2647535082418472,1440,-5.971406936645508,-0.0018619273323565722,1.847346169370212e-07,0.0003,0.0035859034,0.034765625,0.2
500.0,423,299008,706,146,500.0,-0.001962421418284066,-0.25564025561325254,1450,-3.2818541526794434,-0.004907174501568079,4.065617360993201e-07,0.0003,0.0018923744,0.01474609375,0.2
500.0,420,301056,715,147,500.0,-0.0024277962438645773,-0.23200766872614623,1460,-4.103816032409668,-0.0013101595686748624,3.788066098309173e-06,0.0003,0.0023603467,0.024755859375,0.2
500.0,418,303104,724,148,500.0,-0.0015507174393860623,-0.23642919706180693,1470,-5.751053333282471,0.00025695349904708564,2.7143821804997968e-05,0.0003,0.002005797,0.019384765625,0.2
500.0,416,305152,733,149,500.0,-0.0025773322355234995,-0.23999317386187613,1480,-6.29581356048584,-0.019095083698630333,3.0972794888839417e-06,0.0003,0.0056712674,0.059765625,0.2
500.0,414,307200,741,150,500.0,-0.0002820047113345936,-0.25513524510897695,1490,-11.407695770263672,-0.003370492020621896,6.511532376407559e-07,0.0003,0.0009996116,0.0169921875,0.2
500.0,411,309248,750,151,500.0,0.0002187827034504153,-0.26457094992510977,1500,-6.229513645172119,0.001954600913450122,9.409828237494367e-07,0.0003,0.002129482,0.031884765625,0.2
500.0,409,311296,759,152,500.0,-0.00117817317659501,-0.24055010159499943,1510,-2.7314248085021973,-0.003509863745421171,5.320724088164752e-06,0.0003,0.0018656634,0.024609375,0.2
500.0,407,313344,768,153,500.0,0.00010440027617732994,-0.2464338188059628,1520,-3.3182291984558105,0.005168677307665348,2.862657149194092e-06,0.0003,0.00087384565,0.0158203125,0.2
500.0,405,315392,778,154,500.0,-0.0008618070482043549,-0.2377153208479285,1530,-2.374511957168579,0.007666570134460926,3.860690708279435e-06,0.0003,0.0014053595,0.0107421875,0.2
500.0,403,317440,787,155,500.0,-0.0005206560017541051,-0.23325670710764826,1540,-3.7884397506713867,-0.00012333143968135118,2.2464871136662623e-06,0.0003,0.0017081158,0.02060546875,0.2
500.0,401,319488,796,156,500.0,-0.0003168160837958567,-0.2520596238784492,1550,-6.771415710449219,-0.003755668643862009,2.0466616268777217e-05,0.0003,0.0017272737,0.06767578125,0.2
500.0,399,321536,805,157,500.0,-0.0007987951532413718,-0.26508607156574726,1560,-5.008197784423828,-0.001361182308755815,2.2151877314513512e-05,0.0003,0.003213013,0.04658203125,0.2
500.0,397,323584,815,158,500.0,-0.0016245648032054306,-0.263776917848736,1570,-3.5858311653137207,-0.01001999992877245,8.540539511159296e-08,0.0003,0.0034424975,0.03173828125,0.2
500.0,394,325632,824,159,500.0,-0.000482020118215587,-0.2544932872056961,1580,-3.4039745330810547,-3.8665464671794325e-05,9.345229159407609e-08,0.0003,0.0013168696,0.01591796875,0.2
500.0,393,327680,833,160,500.0,0.000402042519999668,-0.27788322530686854,1590,-8.389019012451172,0.0025823672767728567,6.600596407224657e-08,0.0003,0.005300189,0.03251953125,0.2
500.0,391,329728,843,161,500.0,-0.002058947029581759,-0.27764652627520264,1600,-4.363351345062256,-0.008090915158390999,2.6211482122562303e-07,0.0003,0.004513342,0.040771484375,0.2
500.0,389,331776,852,162,500.0,-0.00019885190267814322,-0.2606144031044096,1610,-2.5724246501922607,-0.003191133961081505,2.837525073573488e-07,0.0003,0.0012199667,0.0142578125,0.2
500.0,387,333824,862,163,500.0,-0.0021391235379269345,-0.26375587047077714,1620,-5.2345757484436035,-0.0009891620138660073,5.259255149212549e-05,0.0003,0.0013875212,0.025537109375,0.2
500.0,385,335872,871,164,500.0,-0.0003795313350565266,-0.2552438111975789,1630,-8.243368148803711,-0.0012878305278718472,1.1164885052039609e-07,0.0003,0.0018509761,0.025927734375,0.2
500.0,383,337920,881,165,500.0,-0.0004208370723063126,-0.2589932558592409,1640,-5.14034366607666,-0.005026856437325478,8.946927891884115e-08,0.0003,0.0038851006,0.02646484375,0.2
500.0,381,339968,891,166,500.0,-0.0034905352658824995,-0.27516917954199016,1650,-8.609708786010742,0.02339899353682995,6.120261559772189e-08,0.0003,0.009168368,0.0755859375,0.2
500.0,379,342016,901,167,500.0,-0.0015341876278398558,-0.25187151310965417,1660,-4.921823501586914,-0.0022141747176647186,8.995655491617071e-08,0.0003,0.0025220977,0.021630859375,0.2
500.0,377,344064,910,168,500.0,-0.0027124181171529925,-0.2601402589585632,1670,-4.884324550628662,0.0005134833627380431,5.041643589720479e-07,0.0003,0.0030537206,0.03466796875,0.2
500.0,375,346112,920,169,500.0,-0.0024602376885013654,-0.26474493159912527,1680,-7.822320938110352,-0.002757398644462228,6.280744204900657e-06,0.0003,0.004051163,0.051708984375,0.2
500.0,374,348160,930,170,500.0,-0.0018795838768710382,-0.2803710776846856,1690,-9.764385223388672,-0.007555603515356779,3.595163207137375e-06,0.0003,0.003914141,0.05029296875,0.2
500.0,372,350208,940,171,500.0,-0.0011427097022533416,-0.2573290868662298,1700,-5.818639278411865,0.009682055562734604,1.1879387784574647e-07,0.0003,0.0009169836,0.02021484375,0.2
500.0,370,352256,950,172,500.0,-0.0014290092600276693,-0.2470453389454633,1710,-4.544247627258301,-0.008166271261870861,8.566709425394947e-07,0.0003,0.0015760055,0.01611328125,0.2
500.0,368,354304,960,173,500.0,-0.0027438688703114167,-0.24381370688788592,1720,-3.4857592582702637,0.00453309528529644,1.0842568764246608e-05,0.0003,0.0029766648,0.04111328125,0.2
500.0,367,356352,970,174,500.0,-0.0005914082867093384,-0.23246432100422681,1730,-3.138983726501465,-0.006707869935780764,1.481822692994683e-07,0.0003,0.0011701164,0.011572265625,0.2
500.0,365,358400,981,175,500.0,-0.0005983520255540498,-0.2294232512358576,1740,-4.469342231750488,-0.006078681442886591,1.0887378658708258e-05,0.0003,0.0019253974,0.017138671875,0.2
500.0,363,360448,991,176,500.0,-0.0018675589759368449,-0.23994001438841223,1750,-6.198221683502197,-0.006189761683344841,4.6774316871278644e-06,0.0003,0.003526554,0.032421875,0.2
500.0,361,362496,1001,177,500.0,0.00012877339322585611,-0.24269283483736218,1760,-11.539459228515625,-0.003997755702584982,1.133877304937414e-07,0.0003,0.0004159147,0.0125,0.2
500.0,360,364544,1011,178,500.0,-0.0003585146834666375,-0.23971529686823487,1770,-8.38204288482666,0.002190422499552369,1.7917012655743748e-07,0.0003,0.0023249052,0.016552734375,0.2
500.0,358,366592,1022,179,500.0,-0.0012694127683062107,-0.23984810654073954,1780,-13.941557884216309,0.012275248765945435,2.0733896704427934e-05,0.0003,0.0012478859,0.0296875,0.2
500.0,356,368640,1032,180,500.0,0.0007714482271694578,-0.2345333573408425,1790,-0.2688335180282593,0.00112508749589324,5.6496051740850815e-06,0.0003,0.00084541657,0.01640625,0.2
500.0,355,370688,1043,181,500.0,-0.0013534514131606557,-0.23387496806681157,1800,-0.36241769790649414,-0.00013269799819681793,4.1931163545427806e-05,0.0003,0.0040365206,0.039453125,0.2
500.0,353,372736,1053,182,500.0,0.00011409078870201483,-0.21655296748504044,1810,-0.35838747024536133,-0.0016486255917698145,2.0145370172031107e-07,0.0003,0.002321067,0.022314453125,0.2
500.0,352,374784,1064,183,500.0,-0.00021866506576770917,-0.25991072971373796,1820,-0.5912175178527832,0.004214912187308073,1.8169749580465577e-07,0.0003,0.0069414554,0.042333984375,0.2
500.0,350,376832,1075,184,500.0,-0.0005953181862423662,-0.23081436790525914,1830,-0.8353582620620728,-0.002381265163421631,6.818745930559089e-07,0.0003,0.0016749713,0.01298828125,0.2
500.0,348,378880,1086,185,500.0,-0.0007330021981033497,-0.2620421669445932,1840,-0.9681220054626465,-0.006022930610924959,5.757335429734667e-07,0.0003,0.0029985453,0.032470703125,0.2
500.0,347,380928,1097,186,500.0,-0.0018808168519171887,-0.23681889954023064,1850,-1.5628197193145752,0.02287919633090496,2.7100098293431075e-06,0.0003,0.0021825857,0.02041015625,0.2
500.0,345,382976,1107,187,500.0,-0.00035341427428647876,-0.24422909505665302,1860,-1.6144721508026123,-0.0060633523389697075,3.627746278880295e-05,0.0003,0.00061484124,0.02099609375,0.2
500.0,344,385024,1118,188,500.0,-0.0014747895183973014,-0.24546348508447408,1870,-2.090272903442383,-0.013189495541155338,2.281335298448539e-07,0.0003,0.0043708133,0.04404296875,0.2
500.0,342,387072,1129,189,500.0,-0.0005774923658464104,-0.23199346312321723,1880,-3.5544514656066895,-0.004980599973350763,2.4804235749797953e-07,0.0003,0.0027473783,0.0197265625,0.2
500.0,341,389120,1140,190,500.0,2.790587896015495e-05,-0.2457546055316925,1890,-3.3338088989257812,0.0019322022562846541,4.631221742101843e-07,0.0003,0.002329462,0.030078125,0.2
500.0,339,391168,1151,191,500.0,0.0004616766877006739,-0.2438359424006194,1900,-4.012415409088135,-0.0012963861227035522,5.550796907982658e-06,0.0003,0.0032559773,0.024365234375,0.2
500.0,338,393216,1162,192,500.0,-0.0012516280243289658,-0.25421121511608363,1910,-5.214764595031738,0.0009399284608662128,1.6961358244316217e-05,0.0003,0.0034623747,0.037109375,0.2
500.0,336,395264,1174,193,500.0,0.000572371727321297,-0.25006779418326913,1920,-7.359468460083008,0.01372607797384262,2.28531826849121e-06,0.0003,0.00242772,0.018798828125,0.2
500.0,335,397312,1185,194,500.0,-0.0013701983902137727,-0.258259737957269,1930,-7.324176788330078,-0.016983604058623314,2.6372163063115294e-06,0.0003,0.0028442745,0.03544921875,0.2
500.0,333,399360,1196,195,500.0,-0.0004942614876199513,-0.25610358444973824,1940,-2.983196258544922,-0.004001076333224773,1.2754247222801495e-07,0.0003,0.0060311444,0.045947265625,0.2
500.0,332,401408,1208,196,500.0,0.00035070230660494417,-0.26416347846388816,1950,-11.54569149017334,-0.0019693549256771803,3.8828336812457565e-07,0.0003,0.0036670645,0.0201171875,0.2
500.0,330,403456,1219,197,500.0,0.0005651807397953235,-0.26628705514594914,1960,-3.1832075119018555,0.0015296833589673042,7.795913009545075e-06,0.0003,0.0031660227,0.036572265625,0.2
500.0,329,405504,1231,198,500.0,-0.001993914257036522,-0.25016060676425694,1970,-2.4399802684783936,-0.0033231093548238277,8.757395761449516e-07,0.0003,0.0013769118,0.015185546875,0.2
500.0,327,407552,1243,199,500.0,-0.0013045574640273116,-0.2512144627049565,1980,-5.90238094329834,0.0007371623069047928,7.894577228739763e-06,0.0003,0.0013068767,0.019873046875,0.2
500.0,326,409600,1256,200,500.0,-1.888604019768536e-05,-0.24746328336186707,1990,-4.121108531951904,-0.000978027586825192,3.352615356959632e-05,0.0003,0.001680621,0.01123046875,0.2
500.0,324,411648,1268,201,500.0,-1.553300389787182e-05,-0.25708745974116026,2000,-6.300196170806885,0.01173613965511322,5.4861021681062996e-08,0.0003,0.00146611,0.014013671875,0.2
500.0,322,413696,1281,202,500.0,-0.0025961564067984,-0.2681678045541048,2010,-6.494606971740723,0.014147932641208172,6.429902441595913e-08,0.0003,0.0053363256,0.06162109375,0.2
500.0,321,415744,1293,203,500.0,-0.0047633746115025135,-0.27345763868652284,2020,-4.633300304412842,-0.015521612949669361,6.87852320879756e-08,0.0003,0.0054461015,0.06328125,0.2
500.0,319,417792,1306,204,500.0,-0.0015799502492882312,-0.2584303968120366,2030,-4.407216548919678,0.005729473661631346,9.808200331917761e-08,0.0003,0.0019891039,0.0169921875,0.2
500.0,318,419840,1319,205,500.0,-0.00011010482703568413,-0.2585223788395524,2040,-12.789716720581055,0.00824816431850195,1.3303523559216045e-06,0.0003,0.0006837106,0.007861328125,0.2
500.0,316,421888,1332,206,500.0,-0.0013134795866790228,-0.24846240864135324,2050,-3.802853584289551,0.006338258273899555,2.591866376633334e-07,0.0003,0.0025975946,0.03359375,0.2
500.0,315,423936,1344,207,500.0,-0.0018612624946399592,-0.2656153959222138,2060,-8.801815032958984,0.0006207100814208388,5.475399404986092e-07,0.0003,0.0054374365,0.05078125,0.2
500.0,313,425984,1357,208,500.0,-0.00035677949636010454,-0.27838655444793403,2070,-8.787968635559082,-0.0029011911246925592,2.252745043449522e-05,0.0003,0.005637701,0.03505859375,0.2
500.0,312,428032,1370,209,500.0,-0.0020960554000339473,-0.25846121590584514,2080,-4.274523735046387,-0.0055163269862532616,4.727432326490089e-07,0.0003,0.0027646017,0.01845703125,0.2
500.0,310,430080,1383,210,500.0,0.00023567494354210795,-0.2790421816520393,2090,-5.987446308135986,-0.00567250931635499,5.661478894580796e-08,0.0003,0.0019881006,0.0296875,0.2
500.0,309,432128,1397,211,500.0,-0.0024209554365370424,-0.26360295014455914,2100,-3.6738333702087402,0.0051035271026194096,3.9251625594260986e-07,0.0003,0.0036970638,0.044482421875,0.2
500.0,307,434176,1410,212,500.0,-0.002030860015656799,-0.24372664745897055,2110,-6.061087608337402,-0.004167799837887287,4.112565244440703e-06,0.0003,0.0018224485,0.025341796875,0.2
500.0,306,436224,1423,213,500.0,-0.0021749089006334542,-0.26507815048098565,2120,-4.560680389404297,-0.0016537397168576717,8.724555300432257e-08,0.0003,0.004317819,0.05166015625,0.2
500.0,304,438272,1437,214,500.0,-0.0009521524363663048,-0.2655743858311325,2130,-8.66077995300293,-0.006510112434625626,2.4270364917811094e-07,0.0003,0.003964055,0.05166015625,0.2
500.0,303,440320,1451,215,500.0,-0.0022193708093254825,-0.2731948750093579,2140,-7.144376754760742,-0.01656857319176197,2.946493979152365e-05,0.0003,0.0027472063,0.043994140625,0.2
500.0,301,442368,1464,216,500.0,-0.0011808811977971345,-0.2548949135933071,2150,-3.3454995155334473,0.005602810997515917,5.6702432971178496e-08,0.0003,0.00086550694,0.01630859375,0.2
500.0,300,444416,1478,217,500.0,-0.00020333485299488528,-0.2555412411689758,2160,-8.202493667602539,-0.0030452925711870193,3.794382053001755e-08,0.0003,0.0021421593,0.0095703125,0.2
500.0,299,446464,1492,218,500.0,0.0007378033937129657,-0.26085066394880413,2170,-13.637035369873047,0.020131975412368774,5.5742495419508485e-08,0.0003,0.0023347586,0.02666015625,0.2
500.0,297,448512,1506,219,500.0,-0.0004684721905505285,-0.26164690470322965,2180,-4.94129753112793,-0.0018332743784412742,4.3452476177208156e-07,0.0003,0.0011679034,0.0173828125,0.2
500.0,296,450560,1520,220,500.0,-0.0011936889175558462,-0.2512762735132128,2190,-8.451898574829102,-0.006473475601524115,3.929545428604797e-05,0.0003,0.0020426898,0.02607421875,0.2
500.0,294,452608,1534,221,500.0,-0.001258511639025528,-0.2621269943192601,2200,-3.810966968536377,-0.0007104030228219926,4.360357763744105e-08,0.0003,0.0037979488,0.031640625,0.2
500.0,293,454656,1548,222,500.0,-0.0012043534166878088,-0.2563761244062334,2210,-3.4311976432800293,0.005969160236418247,5.681299910520465e-08,0.0003,0.0037648168,0.035205078125,0.2
500.0,292,456704,1563,223,500.0,-0.0020332372121629307,-0.25955842016264796,2220,-5.730206489562988,0.002541562309488654,4.949922924879502e-08,0.0003,0.0049859574,0.044140625,0.2
500.0,290,458752,1576,224,500.0,-0.00046925561910029503,-0.2761070779059082,2230,-6.807105541229248,-0.006551505997776985,2.477065606854012e-07,0.0003,0.0037785056,0.01826171875,0.2
500.0,289,460800,1590,225,500.0,-0.002071276231436059,-0.25137997861020267,2240,-7.819527626037598,-0.004762415308505297,1.287838784946871e-07,0.0003,0.0025714627,0.021728515625,0.2
500.0,288,462848,1605,226,500.0,-0.0009081211665034061,-0.27149820579215883,2250,-8.83051872253418,0.0028112251311540604,2.3050963591231266e-07,0.0003,0.001476927,0.033935546875,0.2
500.0,287,464896,1619,227,500.0,-0.0001480355829698965,-0.2704148049931973,2260,-6.403401851654053,0.006668513175100088,6.904848106614736e-07,0.0003,0.0012975994,0.02607421875,0.2
500.0,285,466944,1634,228,500.0,-0.00019215916690882296,-0.26597159588709474,2270,-4.79187536239624,-0.0026427654083818197,9.824886748788231e-06,0.0003,0.0012872667,0.008349609375,0.2
500.0,284,468992,1648,229,500.0,-0.0013457773515256123,-0.24973620511591435,2280,-4.962567329406738,-0.001568416366353631,2.409352987342572e-07,0.0003,0.0022825997,0.035888671875,0.2
500.0,283,471040,1663,230,500.0,-0.0008676505152834579,-0.25197136397473513,2290,-6.487977027893066,-0.006620641797780991,3.013380313632297e-06,0.0003,0.0018132278,0.015380859375,0.2
500.0,281,473088,1677,231,500.0,-0.000999490899266675,-0.24895644704811276,2300,-7.27177619934082,-0.00923195667564869,9.029956356698676e-06,0.0003,0.0018404012,0.038330078125,0.2
500.0,280,475136,1692,232,500.0,-0.0003693140941322781,-0.2531481263693422,2310,-0.25133371353149414,0.016848985105752945,3.7064956586618793e-06,0.0003,0.005390846,0.04912109375,0.2
500.0,279,477184,1706,233,500.0,-0.0004614672638126649,-0.26650458863005044,2320,-0.22469305992126465,-0.003925983794033527,1.3057657992021631e-05,0.0003,0.0017989671,0.037646484375,0.2
500.0,278,479232,1720,234,500.0,-0.00039777599304215985,-0.2746388176456094,2330,-0.3991837501525879,8.633089601062238e-05,1.1093349570501232e-06,0.0003,0.006666202,0.061474609375,0.2
500.0,277,481280,1735,235,500.0,-0.0022735452075721696,-0.28283530292101206,2340,-0.5342870950698853,-0.013116106390953064,1.0949978218377509e-06,0.0003,0.0061281575,0.068603515625,0.2
500.0,276,483328,1749,236,500.0,-0.0003987139119999483,-0.27538326042704286,2350,-0.7522011995315552,-0.0023023393005132675,1.2109471214216683e-06,0.0003,0.0018070384,0.015283203125,0.2
500.0,275,485376,1764,237,500.0,-0.0009690168517408893,-0.26046139243990185,2360,-1.111055612564087,-0.0026352228596806526,1.1502951792863314e-06,0.0003,0.0036884747,0.030224609375,0.2
500.0,274,487424,1778,238,500.0,-0.00079905440506991,-0.26311198198236524,2370,-0.615591287612915,0.0016822381876409054,1.984053344017411e-06,0.0003,0.0012888659,0.015625,0.2
500.0,272,489472,1793,239,500.0,-0.0003089578327490017,-0.24925884357653558,2380,-4.611485481262207,-0.004951192997395992,3.645988386438148e-05,0.0003,0.00086106686,0.01552734375,0.2
500.0,271,491520,1807,240,500.0,-0.0008523230542778037,-0.24340559039264917,2390,-5.152760982513428,-0.005327665712684393,3.900652245647507e-08,0.0003,0.0020365755,0.018505859375,0.2
500.0,270,493568,1821,241,500.0,-0.00019439553143456577,-0.23924273517914116,2400,-4.242313385009766,0.010133514180779457,7.169694811182126e-08,0.0003,0.0027105196,0.017138671875,0.2
500.0,269,495616,1836,242,500.0,-0.000429479014565004,-0.2471518749371171,2410,-4.3449602127075195,-0.0032507770229130983,5.190198635318666e-08,0.0003,0.0014243252,0.017431640625,0.2
500.0,268,497664,1850,243,500.0,0.0008535000320989639,-0.2389083848334849,2420,-4.371078968048096,0.03532671183347702,4.04894306029746e-06,0.0003,0.0012730989,0.019775390625,0.2
500.0,267,499712,1865,244,500.0,-0.001467311306623742,-0.24460958084091544,2430,-6.742225646972656,-0.024012494832277298,5.70359063090109e-07,0.0003,0.0032520688,0.0388671875,0.2
500.0,266,501760,1880,245,500.0,-0.0011920838835067116,-0.2349997151643038,2440,-5.928845405578613,-0.0008162585436366498,6.516496256381287e-07,0.0003,0.00065850106,0.038671875,0.2
