time/time_elapsed,rollout/ep_len_mean,time/iterations,time/fps,time/total_timesteps,rollout/ep_rew_mean,train/value_loss,train/n_updates,train/entropy_loss,train/explained_variance,train/policy_gradient_loss,train/clip_fraction,train/clip_range,train/learning_rate,train/approx_kl,train/loss
1542,500.0,137,181,280576,500.0,2.417370069451863e-07,1360,-0.2602592018898576,-3.729491710662842,0.0002905133627791656,0.014501953125,0.2,0.0003,0.0012700725,-0.0002911031187977642
1550,500.0,138,182,282624,500.0,3.6316424427695894e-07,1370,-0.26697078365832566,-2.977417230606079,-0.0005096389199024997,0.027685546875,0.2,0.0003,0.0016067914,-0.008344708010554314
1558,500.0,139,182,284672,500.0,1.4260849354741367e-07,1380,-0.2707710847724229,-5.5291852951049805,-0.00025182934405165724,0.02080078125,0.2,0.0003,0.0025178953,-0.008186188526451588
1566,500.0,140,183,286720,500.0,1.7284173830489634e-05,1390,-0.2601642358116806,-3.0613040924072266,6.594417791347951e-05,0.023193359375,0.2,0.0003,0.0020887991,-0.0015353666385635734
1574,500.0,141,183,288768,500.0,1.2804044899894506e-07,1400,-0.25203563962131736,-6.837904930114746,-0.0005460744920128491,0.0224609375,0.2,0.0003,0.0034225844,-0.002542271977290511
1582,500.0,142,183,290816,500.0,7.309991588044795e-07,1410,-0.2595484639052302,-3.2152204513549805,-0.0032852988006197847,0.048828125,0.2,0.0003,0.004313816,-0.0069115343503654
1590,500.0,143,184,292864,500.0,1.7185196838909177e-07,1420,-0.2648481547366828,-7.999212265014648,-0.002783838170580566,0.0611328125,0.2,0.0003,0.004522492,0.005852438509464264
1599,500.0,144,184,294912,500.0,8.57086259600237e-06,1430,-0.25837300266139207,-6.05131196975708,-0.0014617697190260515,0.01552734375,0.2,0.0003,0.0023166435,0.0006850781501270831
1607,500.0,145,184,296960,500.0,1.847346169370212e-07,1440,-0.2647535082418472,-5.971406936645508,-0.0009542753541609272,0.034765625,0.2,0.0003,0.0035859034,-0.0018619273323565722
1616,500.0,146,185,299008,500.0,4.065617360993201e-07,1450,-0.25564025561325254,-3.2818541526794434,-0.001962421418284066,0.01474609375,0.2,0.0003,0.0018923744,-0.004907174501568079
1624,500.0,147,185,301056,500.0,3.788066098309173e-06,1460,-0.23200766872614623,-4.103816032409668,-0.0024277962438645773,0.024755859375,0.2,0.0003,0.0023603467,-0.0013101595686748624
1632,500.0,148,185,303104,500.0,2.7143821804997968e-05,1470,-0.23642919706180693,-5.751053333282471,-0.0015507174393860623,0.019384765625,0.2,0.0003,0.002005797,0.00025695349904708564
1641,500.0,149,185,305152,500.0,3.0972794888839417e-06,1480,-0.23999317386187613,-6.29581356048584,-0.0025773322355234995,0.059765625,0.2,0.0003,0.0056712674,-0.019095083698630333
1650,500.0,150,186,307200,500.0,6.511532376407559e-07,1490,-0.25513524510897695,-11.407695770263672,-0.0002820047113345936,0.0169921875,0.2,0.0003,0.0009996116,-0.003370492020621896
1658,500.0,151,186,309248,500.0,9.409828237494367e-07,1500,-0.26457094992510977,-6.229513645172119,0.0002187827034504153,0.031884765625,0.2,0.0003,0.002129482,0.001954600913450122
1667,500.0,152,186,311296,500.0,5.320724088164752e-06,1510,-0.24055010159499943,-2.7314248085021973,-0.00117817317659501,0.024609375,0.2,0.0003,0.0018656634,-0.003509863745421171
1676,500.0,153,186,313344,500.0,2.862657149194092e-06,1520,-0.2464338188059628,-3.3182291984558105,0.00010440027617732994,0.0158203125,0.2,0.0003,0.00087384565,0.005168677307665348
1685,500.0,154,187,315392,500.0,3.860690708279435e-06,1530,-0.2377153208479285,-2.374511957168579,-0.0008618070482043549,0.0107421875,0.2,0.0003,0.0014053595,0.007666570134460926
1693,500.0,155,187,317440,500.0,2.2464871136662623e-06,1540,-0.23325670710764826,-3.7884397506713867,-0.0005206560017541051,0.02060546875,0.2,0.0003,0.0017081158,-0.00012333143968135118
1703,500.0,156,187,319488,500.0,2.0466616268777217e-05,1550,-0.2520596238784492,-6.771415710449219,-0.0003168160837958567,0.06767578125,0.2,0.0003,0.0017272737,-0.003755668643862009
1713,500.0,157,187,321536,500.0,2.2151877314513512e-05,1560,-0.26508607156574726,-5.008197784423828,-0.0007987951532413718,0.04658203125,0.2,0.0003,0.003213013,-0.001361182308755815
1723,500.0,158,187,323584,500.0,8.540539511159296e-08,1570,-0.263776917848736,-3.5858311653137207,-0.0016245648032054306,0.03173828125,0.2,0.0003,0.0034424975,-0.01001999992877245
1733,500.0,159,187,325632,500.0,9.345229159407609e-08,1580,-0.2544932872056961,-3.4039745330810547,-0.000482020118215587,0.01591796875,0.2,0.0003,0.0013168696,-3.8665464671794325e-05
1743,500.0,160,187,327680,500.0,6.600596407224657e-08,1590,-0.27788322530686854,-8.389019012451172,0.000402042519999668,0.03251953125,0.2,0.0003,0.005300189,0.0025823672767728567
1752,500.0,161,188,329728,500.0,2.6211482122562303e-07,1600,-0.27764652627520264,-4.363351345062256,-0.002058947029581759,0.040771484375,0.2,0.0003,0.004513342,-0.008090915158390999
1762,500.0,162,188,331776,500.0,2.837525073573488e-07,1610,-0.2606144031044096,-2.5724246501922607,-0.00019885190267814322,0.0142578125,0.2,0.0003,0.0012199667,-0.003191133961081505
1772,500.0,163,188,333824,500.0,5.259255149212549e-05,1620,-0.26375587047077714,-5.2345757484436035,-0.0021391235379269345,0.025537109375,0.2,0.0003,0.0013875212,-0.0009891620138660073
1782,500.0,164,188,335872,500.0,1.1164885052039609e-07,1630,-0.2552438111975789,-8.243368148803711,-0.0003795313350565266,0.025927734375,0.2,0.0003,0.0018509761,-0.0012878305278718472
1792,500.0,165,188,337920,500.0,8.946927891884115e-08,1640,-0.2589932558592409,-5.14034366607666,-0.0004208370723063126,0.02646484375,0.2,0.0003,0.0038851006,-0.005026856437325478
1802,500.0,166,188,339968,500.0,6.120261559772189e-08,1650,-0.27516917954199016,-8.609708786010742,-0.0034905352658824995,0.0755859375,0.2,0.0003,0.009168368,0.02339899353682995
1813,500.0,167,188,342016,500.0,8.995655491617071e-08,1660,-0.25187151310965417,-4.921823501586914,-0.0015341876278398558,0.021630859375,0.2,0.0003,0.0025220977,-0.0022141747176647186
1824,500.0,168,188,344064,500.0,5.041643589720479e-07,1670,-0.2601402589585632,-4.884324550628662,-0.0027124181171529925,0.03466796875,0.2,0.0003,0.0030537206,0.0005134833627380431
1834,500.0,169,188,346112,500.0,6.280744204900657e-06,1680,-0.26474493159912527,-7.822320938110352,-0.0024602376885013654,0.051708984375,0.2,0.0003,0.004051163,-0.002757398644462228
1845,500.0,170,188,348160,500.0,3.595163207137375e-06,1690,-0.2803710776846856,-9.764385223388672,-0.0018795838768710382,0.05029296875,0.2,0.0003,0.003914141,-0.007555603515356779
1855,500.0,171,188,350208,500.0,1.1879387784574647e-07,1700,-0.2573290868662298,-5.818639278411865,-0.0011427097022533416,0.02021484375,0.2,0.0003,0.0009169836,0.009682055562734604
1866,500.0,172,188,352256,500.0,8.566709425394947e-07,1710,-0.2470453389454633,-4.544247627258301,-0.0014290092600276693,0.01611328125,0.2,0.0003,0.0015760055,-0.008166271261870861
1963,500.0,173,180,354304,500.0,1.0842568764246608e-05,1720,-0.24381370688788592,-3.4857592582702637,-0.0027438688703114167,0.04111328125,0.2,0.0003,0.0029766648,0.00453309528529644
1973,500.0,174,180,356352,500.0,1.481822692994683e-07,1730,-0.23246432100422681,-3.138983726501465,-0.0005914082867093384,0.011572265625,0.2,0.0003,0.0011701164,-0.006707869935780764
1983,500.0,175,180,358400,500.0,1.0887378658708258e-05,1740,-0.2294232512358576,-4.469342231750488,-0.0005983520255540498,0.017138671875,0.2,0.0003,0.0019253974,-0.006078681442886591
1993,500.0,176,180,360448,500.0,4.6774316871278644e-06,1750,-0.23994001438841223,-6.198221683502197,-0.0018675589759368449,0.032421875,0.2,0.0003,0.003526554,-0.006189761683344841
2003,500.0,177,180,362496,500.0,1.133877304937414e-07,1760,-0.24269283483736218,-11.539459228515625,0.00012877339322585611,0.0125,0.2,0.0003,0.0004159147,-0.003997755702584982
2013,500.0,178,181,364544,500.0,1.7917012655743748e-07,1770,-0.23971529686823487,-8.38204288482666,-0.0003585146834666375,0.016552734375,0.2,0.0003,0.0023249052,0.002190422499552369
2023,500.0,179,181,366592,500.0,2.0733896704427934e-05,1780,-0.23984810654073954,-13.941557884216309,-0.0012694127683062107,0.0296875,0.2,0.0003,0.0012478859,0.012275248765945435
2033,500.0,180,181,368640,500.0,5.6496051740850815e-06,1790,-0.2345333573408425,-0.2688335180282593,0.0007714482271694578,0.01640625,0.2,0.0003,0.00084541657,0.00112508749589324
2043,500.0,181,181,370688,500.0,4.1931163545427806e-05,1800,-0.23387496806681157,-0.36241769790649414,-0.0013534514131606557,0.039453125,0.2,0.0003,0.0040365206,-0.00013269799819681793
2053,500.0,182,181,372736,500.0,2.0145370172031107e-07,1810,-0.21655296748504044,-0.35838747024536133,0.00011409078870201483,0.022314453125,0.2,0.0003,0.002321067,-0.0016486255917698145
2064,500.0,183,181,374784,500.0,1.8169749580465577e-07,1820,-0.25991072971373796,-0.5912175178527832,-0.00021866506576770917,0.042333984375,0.2,0.0003,0.0069414554,0.004214912187308073
2074,500.0,184,181,376832,500.0,6.818745930559089e-07,1830,-0.23081436790525914,-0.8353582620620728,-0.0005953181862423662,0.01298828125,0.2,0.0003,0.0016749713,-0.002381265163421631
2106,500.0,185,179,378880,500.0,5.757335429734667e-07,1840,-0.2620421669445932,-0.9681220054626465,-0.0007330021981033497,0.032470703125,0.2,0.0003,0.0029985453,-0.006022930610924959
2156,500.0,186,176,380928,500.0,2.7100098293431075e-06,1850,-0.23681889954023064,-1.5628197193145752,-0.0018808168519171887,0.02041015625,0.2,0.0003,0.0021825857,0.02287919633090496
2167,500.0,187,176,382976,500.0,3.627746278880295e-05,1860,-0.24422909505665302,-1.6144721508026123,-0.00035341427428647876,0.02099609375,0.2,0.0003,0.00061484124,-0.0060633523389697075
2178,500.0,188,176,385024,500.0,2.281335298448539e-07,1870,-0.24546348508447408,-2.090272903442383,-0.0014747895183973014,0.04404296875,0.2,0.0003,0.0043708133,-0.013189495541155338
2190,500.0,189,176,387072,500.0,2.4804235749797953e-07,1880,-0.23199346312321723,-3.5544514656066895,-0.0005774923658464104,0.0197265625,0.2,0.0003,0.0027473783,-0.004980599973350763
2201,500.0,190,176,389120,500.0,4.631221742101843e-07,1890,-0.2457546055316925,-3.3338088989257812,2.790587896015495e-05,0.030078125,0.2,0.0003,0.002329462,0.0019322022562846541
2212,500.0,191,176,391168,500.0,5.550796907982658e-06,1900,-0.2438359424006194,-4.012415409088135,0.0004616766877006739,0.024365234375,0.2,0.0003,0.0032559773,-0.0012963861227035522
2224,500.0,192,176,393216,500.0,1.6961358244316217e-05,1910,-0.25421121511608363,-5.214764595031738,-0.0012516280243289658,0.037109375,0.2,0.0003,0.0034623747,0.0009399284608662128
2236,500.0,193,176,395264,500.0,2.28531826849121e-06,1920,-0.25006779418326913,-7.359468460083008,0.000572371727321297,0.018798828125,0.2,0.0003,0.00242772,0.01372607797384262
2247,500.0,194,176,397312,500.0,2.6372163063115294e-06,1930,-0.258259737957269,-7.324176788330078,-0.0013701983902137727,0.03544921875,0.2,0.0003,0.0028442745,-0.016983604058623314
2259,500.0,195,176,399360,500.0,1.2754247222801495e-07,1940,-0.25610358444973824,-2.983196258544922,-0.0004942614876199513,0.045947265625,0.2,0.0003,0.0060311444,-0.004001076333224773
2270,500.0,196,176,401408,500.0,3.8828336812457565e-07,1950,-0.26416347846388816,-11.54569149017334,0.00035070230660494417,0.0201171875,0.2,0.0003,0.0036670645,-0.0019693549256771803
2282,500.0,197,176,403456,500.0,7.795913009545075e-06,1960,-0.26628705514594914,-3.1832075119018555,0.0005651807397953235,0.036572265625,0.2,0.0003,0.0031660227,0.0015296833589673042
2295,500.0,198,176,405504,500.0,8.757395761449516e-07,1970,-0.25016060676425694,-2.4399802684783936,-0.001993914257036522,0.015185546875,0.2,0.0003,0.0013769118,-0.0033231093548238277
2308,500.0,199,176,407552,500.0,7.894577228739763e-06,1980,-0.2512144627049565,-5.90238094329834,-0.0013045574640273116,0.019873046875,0.2,0.0003,0.0013068767,0.0007371623069047928
2321,500.0,200,176,409600,500.0,3.352615356959632e-05,1990,-0.24746328336186707,-4.121108531951904,-1.888604019768536e-05,0.01123046875,0.2,0.0003,0.001680621,-0.000978027586825192
2334,500.0,201,176,411648,500.0,5.4861021681062996e-08,2000,-0.25708745974116026,-6.300196170806885,-1.553300389787182e-05,0.014013671875,0.2,0.0003,0.00146611,0.01173613965511322
2347,500.0,202,176,413696,500.0,6.429902441595913e-08,2010,-0.2681678045541048,-6.494606971740723,-0.0025961564067984,0.06162109375,0.2,0.0003,0.0053363256,0.014147932641208172
2360,500.0,203,176,415744,500.0,6.87852320879756e-08,2020,-0.27345763868652284,-4.633300304412842,-0.0047633746115025135,0.06328125,0.2,0.0003,0.0054461015,-0.015521612949669361
2373,500.0,204,176,417792,500.0,9.808200331917761e-08,2030,-0.2584303968120366,-4.407216548919678,-0.0015799502492882312,0.0169921875,0.2,0.0003,0.0019891039,0.005729473661631346
2386,500.0,205,175,419840,500.0,1.3303523559216045e-06,2040,-0.2585223788395524,-12.789716720581055,-0.00011010482703568413,0.007861328125,0.2,0.0003,0.0006837106,0.00824816431850195
2400,500.0,206,175,421888,500.0,2.591866376633334e-07,2050,-0.24846240864135324,-3.802853584289551,-0.0013134795866790228,0.03359375,0.2,0.0003,0.0025975946,0.006338258273899555
2413,500.0,207,175,423936,500.0,5.475399404986092e-07,2060,-0.2656153959222138,-8.801815032958984,-0.0018612624946399592,0.05078125,0.2,0.0003,0.0054374365,0.0006207100814208388
2426,500.0,208,175,425984,500.0,2.252745043449522e-05,2070,-0.27838655444793403,-8.787968635559082,-0.00035677949636010454,0.03505859375,0.2,0.0003,0.005637701,-0.0029011911246925592
2440,500.0,209,175,428032,500.0,4.727432326490089e-07,2080,-0.25846121590584514,-4.274523735046387,-0.0020960554000339473,0.01845703125,0.2,0.0003,0.0027646017,-0.0055163269862532616
2454,500.0,210,175,430080,500.0,5.661478894580796e-08,2090,-0.2790421816520393,-5.987446308135986,0.00023567494354210795,0.0296875,0.2,0.0003,0.0019881006,-0.00567250931635499
2467,500.0,211,175,432128,500.0,3.9251625594260986e-07,2100,-0.26360295014455914,-3.6738333702087402,-0.0024209554365370424,0.044482421875,0.2,0.0003,0.0036970638,0.0051035271026194096
2481,500.0,212,174,434176,500.0,4.112565244440703e-06,2110,-0.24372664745897055,-6.061087608337402,-0.002030860015656799,0.025341796875,0.2,0.0003,0.0018224485,-0.004167799837887287
2495,500.0,213,174,436224,500.0,8.724555300432257e-08,2120,-0.26507815048098565,-4.560680389404297,-0.0021749089006334542,0.05166015625,0.2,0.0003,0.004317819,-0.0016537397168576717
2508,500.0,214,174,438272,500.0,2.4270364917811094e-07,2130,-0.2655743858311325,-8.66077995300293,-0.0009521524363663048,0.05166015625,0.2,0.0003,0.003964055,-0.006510112434625626
2522,500.0,215,174,440320,500.0,2.946493979152365e-05,2140,-0.2731948750093579,-7.144376754760742,-0.0022193708093254825,0.043994140625,0.2,0.0003,0.0027472063,-0.01656857319176197
2536,500.0,216,174,442368,500.0,5.6702432971178496e-08,2150,-0.2548949135933071,-3.3454995155334473,-0.0011808811977971345,0.01630859375,0.2,0.0003,0.00086550694,0.005602810997515917
2550,500.0,217,174,444416,500.0,3.794382053001755e-08,2160,-0.2555412411689758,-8.202493667602539,-0.00020333485299488528,0.0095703125,0.2,0.0003,0.0021421593,-0.0030452925711870193
2564,500.0,218,174,446464,500.0,5.5742495419508485e-08,2170,-0.26085066394880413,-13.637035369873047,0.0007378033937129657,0.02666015625,0.2,0.0003,0.0023347586,0.020131975412368774
2578,500.0,219,173,448512,500.0,4.3452476177208156e-07,2180,-0.26164690470322965,-4.94129753112793,-0.0004684721905505285,0.0173828125,0.2,0.0003,0.0011679034,-0.0018332743784412742
2592,500.0,220,173,450560,500.0,3.929545428604797e-05,2190,-0.2512762735132128,-8.451898574829102,-0.0011936889175558462,0.02607421875,0.2,0.0003,0.0020426898,-0.006473475601524115
2606,500.0,221,173,452608,500.0,4.360357763744105e-08,2200,-0.2621269943192601,-3.810966968536377,-0.001258511639025528,0.031640625,0.2,0.0003,0.0037979488,-0.0007104030228219926
2620,500.0,222,173,454656,500.0,5.681299910520465e-08,2210,-0.2563761244062334,-3.4311976432800293,-0.0012043534166878088,0.035205078125,0.2,0.0003,0.0037648168,0.005969160236418247
2635,500.0,223,173,456704,500.0,4.949922924879502e-08,2220,-0.25955842016264796,-5.730206489562988,-0.0020332372121629307,0.044140625,0.2,0.0003,0.0049859574,0.002541562309488654
2649,500.0,224,173,458752,500.0,2.477065606854012e-07,2230,-0.2761070779059082,-6.807105541229248,-0.00046925561910029503,0.01826171875,0.2,0.0003,0.0037785056,-0.006551505997776985
2663,500.0,225,172,460800,500.0,1.287838784946871e-07,2240,-0.25137997861020267,-7.819527626037598,-0.002071276231436059,0.021728515625,0.2,0.0003,0.0025714627,-0.004762415308505297
2678,500.0,226,172,462848,500.0,2.3050963591231266e-07,2250,-0.27149820579215883,-8.83051872253418,-0.0009081211665034061,0.033935546875,0.2,0.0003,0.001476927,0.0028112251311540604
2692,500.0,227,172,464896,500.0,6.904848106614736e-07,2260,-0.2704148049931973,-6.403401851654053,-0.0001480355829698965,0.02607421875,0.2,0.0003,0.0012975994,0.006668513175100088
2707,500.0,228,172,466944,500.0,9.824886748788231e-06,2270,-0.26597159588709474,-4.79187536239624,-0.00019215916690882296,0.008349609375,0.2,0.0003,0.0012872667,-0.0026427654083818197
2721,500.0,229,172,468992,500.0,2.409352987342572e-07,2280,-0.24973620511591435,-4.962567329406738,-0.0013457773515256123,0.035888671875,0.2,0.0003,0.0022825997,-0.001568416366353631
2736,500.0,230,172,471040,500.0,3.013380313632297e-06,2290,-0.25197136397473513,-6.487977027893066,-0.0008676505152834579,0.015380859375,0.2,0.0003,0.0018132278,-0.006620641797780991
2751,500.0,231,171,473088,500.0,9.029956356698676e-06,2300,-0.24895644704811276,-7.27177619934082,-0.000999490899266675,0.038330078125,0.2,0.0003,0.0018404012,-0.00923195667564869
2766,500.0,232,171,475136,500.0,3.7064956586618793e-06,2310,-0.2531481263693422,-0.25133371353149414,-0.0003693140941322781,0.04912109375,0.2,0.0003,0.005390846,0.016848985105752945
2780,500.0,233,171,477184,500.0,1.3057657992021631e-05,2320,-0.26650458863005044,-0.22469305992126465,-0.0004614672638126649,0.037646484375,0.2,0.0003,0.0017989671,-0.003925983794033527
2795,500.0,234,171,479232,500.0,1.1093349570501232e-06,2330,-0.2746388176456094,-0.3991837501525879,-0.00039777599304215985,0.061474609375,0.2,0.0003,0.006666202,8.633089601062238e-05
2810,500.0,235,171,481280,500.0,1.0949978218377509e-06,2340,-0.28283530292101206,-0.5342870950698853,-0.0022735452075721696,0.068603515625,0.2,0.0003,0.0061281575,-0.013116106390953064
2825,500.0,236,171,483328,500.0,1.2109471214216683e-06,2350,-0.27538326042704286,-0.7522011995315552,-0.0003987139119999483,0.015283203125,0.2,0.0003,0.0018070384,-0.0023023393005132675
2840,500.0,237,170,485376,500.0,1.1502951792863314e-06,2360,-0.26046139243990185,-1.111055612564087,-0.0009690168517408893,0.030224609375,0.2,0.0003,0.0036884747,-0.0026352228596806526
2855,500.0,238,170,487424,500.0,1.984053344017411e-06,2370,-0.26311198198236524,-0.615591287612915,-0.00079905440506991,0.015625,0.2,0.0003,0.0012888659,0.0016822381876409054
2870,500.0,239,170,489472,500.0,3.645988386438148e-05,2380,-0.24925884357653558,-4.611485481262207,-0.0003089578327490017,0.01552734375,0.2,0.0003,0.00086106686,-0.004951192997395992
2886,500.0,240,170,491520,500.0,3.900652245647507e-08,2390,-0.24340559039264917,-5.152760982513428,-0.0008523230542778037,0.018505859375,0.2,0.0003,0.0020365755,-0.005327665712684393
2901,500.0,241,170,493568,500.0,7.169694811182126e-08,2400,-0.23924273517914116,-4.242313385009766,-0.00019439553143456577,0.017138671875,0.2,0.0003,0.0027105196,0.010133514180779457
2917,500.0,242,169,495616,500.0,5.190198635318666e-08,2410,-0.2471518749371171,-4.3449602127075195,-0.000429479014565004,0.017431640625,0.2,0.0003,0.0014243252,-0.0032507770229130983
2932,500.0,243,169,497664,500.0,4.04894306029746e-06,2420,-0.2389083848334849,-4.371078968048096,0.0008535000320989639,0.019775390625,0.2,0.0003,0.0012730989,0.03532671183347702
2947,500.0,244,169,499712,500.0,5.70359063090109e-07,2430,-0.24460958084091544,-6.742225646972656,-0.001467311306623742,0.0388671875,0.2,0.0003,0.0032520688,-0.024012494832277298
2963,500.0,245,169,501760,500.0,6.516496256381287e-07,2440,-0.2349997151643038,-5.928845405578613,-0.0011920838835067116,0.038671875,0.2,0.0003,0.00065850106,-0.0008162585436366498
